filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_015.wav,5.3199375,16000,1,4.0188255,4.247045,4.3751,3.436063715537663,3.675554456357068,4.123829387242927,3.9413242
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_014.wav,4.616875,16000,1,3.3990767,4.202736,3.3124907,3.0558177981359624,3.65289972809208,3.4895167307167103,3.59372
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_002.wav,2.7151875,16000,1,3.7203374,4.125509,3.9567416,3.259415146413917,3.612626276046532,3.909583417164489,3.679226
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_031.wav,2.2903125,16000,1,3.4243746,3.8303084,3.876435,3.0723568098515908,3.449449135259588,3.8631847495820137,3.5898767
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_023.wav,9.768875,16000,1,3.256172,4.2830234,2.9959712,2.9607644518928553,3.6937071714488083,3.243097746464489,3.353419
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_006.wav,5.1035,16000,1,3.627196,3.964237,4.0320387,3.2018249596828197,3.5252941895755776,3.9515450993635444,4.058666
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_036.wav,2.843375,16000,2,3.1843715,3.7847261,3.4222693,2.911961032776433,3.4228630876289508,3.568775975246677,3.3871222
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_016.wav,5.5693125,16000,2,3.7560833,4.1657295,4.018708,3.280981025409657,3.6337262189947768,3.9417992491188283,4.119364
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_010.wav,2.764375,16000,2,2.2370968,3.7077184,1.8281984,2.202756865616525,3.376497857658573,2.1057268244362444,3.1113138
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_034.wav,1.472,16000,2,3.3482184,4.0348845,3.4466112,3.022269223154178,3.5640569131524513,3.585487341639549,3.4096274
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_024.wav,5.5204375,16000,2,3.7297163,4.125039,3.9106243,3.2651049972714645,3.612377011556412,3.8826075447371164,3.9942865
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_022.wav,5.7939375,16000,2,3.5017252,4.2014236,3.482817,3.122158358619646,3.6522153014989938,3.6084835776155186,3.775402
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_042.wav,2.5135625,16000,1,3.6777256,4.0210977,4.1366725,3.2332135194348064,3.556583986830535,4.0073766621675055,4.1345305
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_017.wav,2.8893125,16000,2,3.4420035,3.843419,3.8941202,3.0837763891123613,3.4567945955881547,3.8731449154754216,3.414432
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_045.wav,1.2375625,16000,1,3.3986309,3.6861627,4.09727,3.0555255426230374,3.36445208622239,3.98669031221072,3.3018641
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_005.wav,6.246625,16000,3,2.713047,4.0644283,2.3202848,2.574190893257735,3.5800376729067795,2.6285573317400366,3.4930222
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_011.wav,6.538125,16000,4,3.882135,4.1716013,4.1980295,3.356548198747697,3.63666393902097,4.0385292466055915,4.0976505
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_035.wav,3.1585,16000,3,3.6663153,4.232784,3.828625,3.2254647586479255,3.6682494087824753,3.8289590703068295,3.3663504
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_029.wav,3.4153125,16000,4,3.4808967,3.9894843,3.7468596,3.108295114689124,3.5385937730795853,3.782291818022707,3.966349
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_033.wav,1.4479375,16000,2,3.033425,3.615353,3.3623393,2.8070887366104005,3.3214176259171357,3.5258440839532903,3.453217
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_003.wav,7.184875,16000,5,3.482603,3.9411063,3.8138905,3.1098901880784076,3.5121372257371157,3.8224068337483224,3.833987
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_046.wav,1.4159375,16000,2,2.9733238,3.4715176,3.4472356,2.7643431731483226,3.231385798357575,3.58555073189763,3.137402
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_001.wav,1.7413125,16000,4,3.7671607,4.1047344,4.1762238,3.2877342633467124,3.60157412830771,4.027095390185121,3.436287
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_049.wav,2.941125,16000,2,3.6950738,4.224698,3.7418795,3.2438420096913694,3.664170038553819,3.7808123201692423,3.8125541
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_020.wav,3.6166875,16000,5,3.8190722,4.192651,4.0908675,3.319039037904312,3.6476496906856375,3.9824374063592325,3.8188686
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_032.wav,3.4900625,16000,4,3.116015,4.176901,2.9453835,2.8647516375609037,3.6393741811550844,3.2007217505710677,3.1563613
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_044.wav,1.3833125,16000,2,2.3546824,3.4024415,2.3958695,2.297374502179678,3.1869520919128327,2.703329660446764,3.1220946
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_019.wav,6.7355625,16000,4,3.524552,4.147289,3.6334677,3.1362415571532773,3.6235672614800927,3.7103111922884526,3.5942092
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_051.wav,1.47625,16000,2,2.833179,3.9069092,2.6203065,2.6627617838333917,3.4929750695060413,2.9158476362487953,3.0089974
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_059.wav,1.3204375,16000,1,3.3158174,3.7504628,3.9331982,3.0007737181806484,3.40279841832356,3.8961567436505167,3.1745284
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_030.wav,3.8489375,16000,6,3.600898,3.9605696,3.9975271,3.185022872742325,3.5230289946647706,3.931807660513318,3.810105
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_025.wav,1.8756875,16000,6,3.682431,4.0950656,4.0298767,3.2360716749290614,3.596378253889671,3.950180560311155,3.7187116
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_063.wav,2.2636875,16000,1,3.3751843,4.1344433,3.3571956,3.0401181240152324,3.6173367969738757,3.522194458811374,3.494423
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_007.wav,3.955875,16000,6,3.756057,4.1454854,3.9708822,3.2811390055184204,3.6231109995553035,3.917399363438958,4.052133
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_027.wav,3.7711875,16000,6,3.6323767,4.1587744,3.8295116,3.205022370103791,3.6300641472501844,3.8343441408077723,3.8607237
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_060.wav,2.34,16000,1,2.9600954,3.6027255,3.2779691,2.7550343563735713,3.3136579089034663,3.463922546233649,3.0491574
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_062.wav,2.964,16000,2,3.197499,4.0153723,3.0596263,2.920933715246546,3.553434425371303,3.294749091496535,3.4773297
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_012.wav,4.335625,16000,8,3.6413937,4.086387,3.8946033,3.2105962192945827,3.5917945154879862,3.8733715928813104,3.8455098
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_050.wav,1.733375,16000,4,3.240933,3.5570054,3.9663687,2.95036114877949,3.2851929975576493,3.914699888586848,3.1788583
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_013.wav,3.9434375,16000,6,3.605797,3.9451456,4.0710406,3.1882357661727636,3.5143556329789036,3.97248158023091,3.8521245
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_037.wav,3.856,16000,6,3.8717134,4.1041684,4.335907,3.3504742176400986,3.601308430984228,4.105439662198437,3.797292
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_067.wav,2.6171875,16000,1,3.4143286,3.8200748,3.8781278,3.0657993937368087,3.443529838037339,3.864180303502655,3.6181657
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_055.wav,1.52575,16000,3,3.189988,3.935332,3.298216,2.915672355841442,3.5090917469539513,3.4785299307489925,3.3018732
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_069.wav,2.6688125,16000,1,3.8572073,4.11084,4.2790456,3.341913012511358,3.604863319083066,4.078715111947037,3.8720198
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_068.wav,2.5223125,16000,1,3.0965137,3.803194,3.2043211,2.8512989644689846,3.4337273135372492,3.408271245637615,3.726319
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_070.wav,2.543875,16000,1,3.3873718,3.9385273,3.621258,3.0481361580033854,3.510968207331345,3.704479368267857,3.6498954
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_039.wav,1.94,16000,6,2.9954853,3.5858307,3.5300462,2.7801603962006145,3.30316737826112,3.643536088949393,3.0663702
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_071.wav,2.5885625,16000,1,3.5511196,3.9453003,3.95189,3.1539150540935075,3.5147530422888447,3.906828522948838,3.343269
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_009.wav,4.157625,16000,7,3.175637,3.9895623,3.105899,2.9057398717020737,3.5392531120603157,3.3309370410174317,3.739819
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_053.wav,1.644,16000,4,3.327451,3.5764844,4.066608,3.008468007491623,3.2973200319890026,3.970261812368956,3.8125234
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_038.wav,2.0905,16000,7,3.4774647,3.9169123,3.8910382,3.106640842316267,3.4987636993721045,3.871149326363124,3.779177
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_048.wav,1.8196875,16000,5,3.1250687,4.0357194,3.1172717,2.870858781215615,3.564452138869875,3.3394541492407654,3.5761013
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_040.wav,1.8975,16000,6,3.445919,3.979378,3.69323,3.0858252008269993,3.533515056029101,3.7488080760024958,3.438453
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_021.wav,8.5095,16000,8,3.6027563,4.0731874,3.7762966,3.185850092620991,3.5847156874631705,3.7989620555887007,4.0834007
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_075.wav,2.3465,16000,1,3.5379848,4.1878667,3.623877,3.145564055419084,3.6452233882110447,3.7061953458354173,3.5634875
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_028.wav,2.0649375,16000,7,2.9659066,3.8485792,3.0207093,2.758891625847915,3.4598752350796103,3.262038228176057,3.4253879
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_079.wav,2.394375,16000,1,3.3547208,3.958395,3.5461607,3.0266101844983955,3.522048658956296,3.6545074211989634,3.7272618
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_078.wav,2.2605625,16000,1,3.548207,3.920832,4.05099,3.152065299688078,3.501043421291703,3.9618711913646294,3.6949258
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_047.wav,1.9265,16000,6,3.3286343,3.923458,3.5694733,3.0091151483947502,3.5020957355971674,3.669819549289116,3.1049192
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_061.wav,3.248625,16000,3,3.6896667,4.058084,4.006626,3.2402512708053677,3.57654540186625,3.9359624635883654,4.002083
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_041.wav,2.0074375,16000,7,3.5198455,4.0424333,3.6479046,3.133803289987745,3.5672054341635318,3.72069310863577,3.3906894
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_043.wav,1.9603125,16000,6,3.7264516,4.099543,4.0431848,3.263110718869321,3.5987738751932152,3.957586966239795,3.0701296
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_065.wav,1.5235,16000,3,3.1854775,3.383643,4.2093673,2.912571217540512,3.1744628679609845,4.044443967106553,3.4106617
/data3/jrichter/logs/sgmse_logs/mqa4pmbm-LRS3_50_OVRL/200k/p232_056.wav,1.802625,16000,5,2.5405579,3.2963283,2.8390281,2.44303101653768,3.116983560761777,3.1107437355381227,3.1305108
