Unnamed: 0,filename,len_in_sec,sr,num_hops,OVRL_raw,SIG_raw,BAK_raw,OVRL,SIG,BAK,P808_MOS
7021,/data/datasets/LRS3/trainval/UY2tyuSOcyo/50003.wav,1.6,16000,3,2.533975,2.9982414,3.5175579,2.4372938250335285,2.91044018445157,3.632460171553898,2.766918
25613,/data/datasets/LRS3/trainval/3Z6x5t5A9so/50015.wav,5.696,16000,2,3.525754,4.181949,3.4528594,3.136026698651163,3.642139877782313,3.582002081190262,3.6784093
7999,/data/datasets/LRS3/trainval/NRcPXtqdKjE/50004.wav,3.84,16000,6,2.239639,3.5499403,2.1098564,2.204804528870535,3.280885900839325,2.4123015817645026,3.6267462
8971,/data/datasets/LRS3/trainval/cj5LZBmiQu4/50003.wav,1.024,16000,7,3.139405,3.9069326,3.3133743,2.880909408815685,3.4931441266371115,3.489731210261465,3.4994094
9951,/data/datasets/LRS3/trainval/APgMXDjLcT4/50004.wav,5.376,16000,1,3.449618,3.8122895,3.972562,3.0887739558216847,3.4390149074915537,3.9185237830349378,4.0033927
11098,/data/datasets/LRS3/trainval/VbF2KPn3TrU/50012.wav,3.392,16000,4,3.5407515,4.1042376,3.7171237,3.1464021712917263,3.601290825774641,3.760665052142016,3.3708353
9779,/data/datasets/LRS3/trainval/SPSq3cW672s/50006.wav,3.456,16000,4,3.3969264,3.8298936,3.8111646,3.053716533132457,3.449135854873847,3.8217181299421705,3.96423
16319,/data/datasets/LRS3/trainval/QUL0eSQtV8c/50001.wav,4.864,16000,1,2.3054075,3.5873284,2.0543637,2.258004580330749,3.3041568268164627,2.3540477909947417,3.274898
10721,/data/datasets/LRS3/trainval/5MgBikgcWnY/50004.wav,1.792,16000,5,2.4766712,3.3206913,2.7040524,2.3932725350072954,3.1332684381159783,2.990877614351449,3.1974282
3558,/data/datasets/LRS3/trainval/jpeSLKnS4gM/50035.wav,1.088,16000,8,2.7796328,3.4575412,3.1431067,2.6232907533485563,3.222128276993196,3.3591748129960477,2.4695947
