FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,POLQA_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,22.514,11.668,0.828,2.642,,3.709,3.273,3.573,4.005,3.241,3.594,3.404,4.011,2.889,2.757,0.0
p232_002.wav,2.715,,11.589,7.086,0.95,3.167,4.05,3.611,3.322,3.654,3.942,4.029,3.595,3.781,3.869,4.133,3.647,0.0
p232_003.wav,7.185,,10.026,6.84,0.93,2.864,4.11,3.807,3.291,3.602,4.028,3.728,3.956,3.818,4.66,3.283,3.06,0.05
p232_005.wav,6.247,,3.642,1.211,0.761,1.454,2.19,3.749,2.663,3.68,2.59,3.388,3.516,3.591,3.545,2.927,2.409,0.0
p232_006.wav,5.104,,17.309,10.824,0.902,2.412,3.37,3.965,3.075,3.603,3.545,3.663,4.12,3.819,4.392,3.532,3.25,0.059
p232_007.wav,3.956,,12.831,6.313,0.865,1.969,2.81,3.972,3.141,3.568,3.727,3.492,4.156,4.582,4.452,3.5,2.6,0.0
p232_009.wav,4.158,,6.967,1.53,0.886,2.022,2.95,3.582,2.932,3.481,3.485,4.108,3.806,3.152,4.162,2.708,2.443,0.0
p232_010.wav,2.764,,1.984,-7.957,0.539,1.335,2.26,2.986,2.614,3.412,2.893,3.425,2.838,3.298,3.285,2.384,1.919,0.375
p232_011.wav,6.538,,19.453,13.122,0.93,2.703,3.77,4.103,3.357,3.651,4.023,4.408,4.302,4.837,4.838,3.826,3.417,0.0
p232_012.wav,4.336,,14.848,9.264,0.915,2.248,3.08,3.679,3.125,3.664,3.531,3.897,4.191,3.612,4.454,3.619,3.265,0.0
p232_013.wav,3.943,,9.858,3.193,0.878,1.835,2.7,3.707,2.915,3.401,3.566,4.106,3.746,4.465,4.642,3.414,2.389,0.0
p232_014.wav,4.617,,4.572,0.635,0.792,1.587,2.12,3.673,3.067,3.604,3.589,3.262,3.097,3.948,3.909,2.905,2.155,0.067
p232_015.wav,5.32,,18.65,14.826,0.987,3.538,4.24,3.928,3.555,3.757,4.207,3.967,4.068,3.831,4.42,3.992,3.672,0.0
p232_016.wav,5.569,,13.225,9.838,0.977,3.332,4.19,4.084,3.392,3.663,4.07,3.68,4.099,4.047,4.558,3.745,3.336,0.0
p232_017.wav,2.889,,7.846,3.578,0.975,2.789,3.89,3.375,3.073,3.426,3.85,4.22,3.427,3.986,4.399,3.371,2.904,0.25
