FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,POLQA_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,15.285,5.988,0.84,2.784,,3.398,3.242,3.556,4.005,3.816,3.196,3.334,3.526,3.258,3.116,0.0
p232_002.wav,2.715,,14.17,9.467,0.951,2.935,4.06,3.609,3.398,3.649,4.105,3.586,4.394,3.755,4.644,3.861,3.536,0.0
p232_003.wav,7.185,,8.638,5.584,0.929,2.781,4.09,3.848,3.152,3.482,3.97,3.971,3.821,3.898,4.572,3.614,3.098,0.05
p232_005.wav,6.247,,4.2,3.168,0.773,1.457,2.18,3.76,2.894,3.637,3.085,3.068,3.193,3.217,3.814,2.725,2.335,0.0
p232_006.wav,5.104,,17.667,11.193,0.896,2.366,3.21,4.02,3.104,3.484,3.827,4.093,4.478,3.919,4.464,3.425,3.155,0.059
p232_007.wav,3.956,,12.814,6.211,0.855,1.86,2.78,4.035,2.825,3.605,3.123,4.114,3.639,4.339,4.308,3.622,2.94,0.083
p232_009.wav,4.158,,7.253,2.281,0.878,1.977,2.87,3.635,3.054,3.554,3.645,4.033,3.998,3.581,4.299,3.033,2.642,0.0
p232_010.wav,2.764,,2.35,-7.572,0.495,1.288,2.01,2.795,2.26,3.168,2.516,3.648,2.816,3.447,3.126,2.642,2.122,0.0
p232_011.wav,6.538,,18.0,11.779,0.925,2.753,3.7,4.06,3.416,3.691,4.074,3.949,3.976,4.563,4.636,3.641,3.272,0.0
p232_012.wav,4.336,,13.985,8.594,0.921,2.196,3.07,3.686,3.032,3.668,3.366,4.002,4.211,4.139,4.573,3.709,3.46,0.0
p232_013.wav,3.943,,9.264,3.075,0.877,1.762,2.71,3.608,2.74,3.393,3.232,3.868,3.754,4.162,4.167,3.248,2.435,0.0
p232_014.wav,4.617,,4.244,-0.058,0.802,1.532,2.02,3.546,3.132,3.609,3.695,3.655,3.589,4.329,4.029,3.09,2.106,0.0
p232_015.wav,5.32,,17.495,13.493,0.985,3.54,4.27,3.947,3.467,3.715,4.123,3.843,3.938,3.883,4.214,3.817,3.424,0.0
p232_016.wav,5.569,,12.226,8.516,0.977,3.292,4.12,4.066,3.236,3.604,3.893,3.265,4.185,3.667,4.512,3.604,3.241,0.0
p232_017.wav,2.889,,6.943,1.367,0.978,2.683,3.89,3.356,3.103,3.45,3.912,4.14,3.476,4.108,4.562,3.123,2.509,0.25
p232_019.wav,6.736,,2.831,2.284,0.941,2.149,3.08,3.558,3.222,3.6,3.835,3.221,3.784,3.77,4.597,2.885,2.623,0.0
