FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,19.634,11.167,0.824,2.849,3.769,3.361,3.612,4.118,3.847,3.588,3.585,3.755,3.176,2.971,0.0
p232_002.wav,2.715,,11.249,5.691,0.947,3.201,3.594,3.253,3.637,3.869,3.904,3.513,3.695,3.875,3.95,3.491,0.0
p232_003.wav,7.185,,6.791,-0.133,0.934,2.873,3.8,3.128,3.559,3.78,3.416,3.734,3.426,4.622,3.56,3.093,0.05
p232_005.wav,6.247,,1.909,-2.819,0.785,1.51,3.78,2.569,3.578,2.609,3.701,3.134,3.111,3.359,2.873,2.563,0.0
p232_006.wav,5.104,,17.334,11.203,0.911,2.454,4.046,3.209,3.511,4.007,3.84,3.793,4.216,4.492,3.293,3.025,0.059
p232_007.wav,3.956,,13.363,6.783,0.885,2.108,3.871,3.056,3.566,3.592,3.51,3.542,4.105,4.508,3.487,3.041,0.0
p232_009.wav,4.158,,6.908,1.763,0.891,2.203,3.738,3.103,3.491,3.853,3.638,4.003,3.533,4.481,2.887,2.366,0.0
p232_010.wav,2.764,,2.151,-7.566,0.539,1.32,2.984,2.22,3.417,2.195,3.175,3.368,3.458,3.839,2.583,1.936,0.0
p232_011.wav,6.538,,17.793,11.423,0.933,2.817,4.069,3.499,3.718,4.177,3.593,4.074,4.68,4.844,3.41,3.084,0.0
p232_012.wav,4.336,,14.019,8.259,0.922,2.285,3.748,3.223,3.629,3.801,4.192,3.887,4.058,4.539,3.217,2.936,0.0
p232_013.wav,3.943,,8.119,1.241,0.879,1.718,3.49,2.977,3.641,3.362,3.755,3.312,3.908,3.843,3.035,2.395,0.0
p232_014.wav,4.617,,3.173,-2.061,0.82,1.518,3.283,2.932,3.611,3.318,3.401,3.522,4.164,3.748,2.752,2.346,0.0
p232_015.wav,5.32,,17.757,13.801,0.986,3.619,3.944,3.446,3.684,4.139,4.001,3.627,3.78,4.046,3.849,3.435,0.0
p232_016.wav,5.569,,12.53,9.208,0.977,3.37,4.106,3.2,3.555,3.881,3.666,4.073,3.733,4.304,3.539,3.224,0.0
p232_017.wav,2.889,,6.287,-0.029,0.978,2.88,3.434,3.088,3.471,3.868,4.014,3.692,4.142,4.631,3.191,2.758,0.25
p232_019.wav,6.736,,1.827,-2.683,0.944,2.295,3.555,3.217,3.653,3.82,3.382,4.051,4.345,4.269,2.966,2.647,0.105
p232_020.wav,3.617,,19.224,11.521,0.916,2.937,3.776,3.305,3.575,4.065,3.779,4.523,4.162,4.873,3.217,2.816,0.0
p232_021.wav,8.51,,11.937,8.143,0.948,2.891,4.061,3.234,3.593,3.875,3.981,3.712,4.504,4.526,3.793,3.463,0.0
p232_022.wav,5.794,,8.924,4.671,0.922,2.109,3.798,3.123,3.641,3.622,4.105,3.997,3.947,4.591,3.654,3.063,0.111
p232_023.wav,9.769,,2.18,-3.97,0.849,1.515,3.238,2.792,3.636,2.971,3.549,3.073,3.932,3.936,2.68,2.293,0.083
p232_024.wav,5.52,,17.285,13.688,0.981,3.88,4.024,3.339,3.637,4.001,4.55,4.742,4.168,4.56,4.556,4.228,0.0
p232_025.wav,1.876,,10.654,0.169,0.941,2.963,3.743,3.189,3.549,3.926,4.681,3.528,3.307,3.497,3.942,3.265,0.0
p232_027.wav,3.771,,6.821,1.812,0.976,3.101,3.851,3.183,3.624,3.793,3.719,3.52,3.665,4.654,3.247,2.952,0.0
p232_028.wav,2.065,,0.371,-12.279,0.677,1.72,3.416,2.637,3.368,3.058,3.655,3.722,3.388,3.799,3.053,2.736,0.0
p232_029.wav,3.415,,18.009,8.42,0.927,2.363,3.94,3.097,3.542,3.735,3.94,3.687,4.242,4.316,3.409,3.015,0.0
p232_030.wav,3.849,,12.095,7.261,0.97,2.329,3.739,3.134,3.501,3.861,4.037,4.209,3.631,4.176,3.177,2.973,0.083
p232_031.wav,2.29,,5.646,-2.936,0.674,1.6,3.485,3.036,3.472,3.738,3.937,4.467,3.886,3.82,3.156,2.956,0.0
p232_032.wav,3.49,,3.63,-2.114,0.634,1.266,2.916,2.763,3.592,3.1,3.534,3.525,3.986,3.955,2.666,1.835,0.182
p232_033.wav,1.448,,17.449,4.911,0.785,2.329,3.479,2.828,3.265,3.679,3.547,4.125,3.806,3.979,3.199,2.897,0.0
p232_034.wav,1.472,,11.443,2.004,0.685,1.45,3.124,2.675,3.509,3.077,3.495,3.885,3.582,4.3,3.218,2.826,0.0
p232_035.wav,3.158,,6.927,0.405,0.905,1.761,3.181,2.943,3.664,3.266,3.47,3.082,3.496,4.074,2.63,2.209,0.154
p232_036.wav,2.843,,2.233,-4.92,0.727,1.351,2.999,2.576,3.448,2.83,3.206,3.378,3.539,3.409,2.677,2.375,0.0
p232_037.wav,3.856,,16.772,12.256,0.995,3.523,3.794,3.412,3.634,4.143,4.358,3.499,4.111,4.348,3.569,3.13,0.0
p232_038.wav,2.09,,11.552,2.617,0.9,2.737,3.694,3.102,3.494,3.852,3.935,3.25,3.536,3.629,3.353,2.984,0.0
p232_039.wav,1.94,,4.221,-6.745,0.601,2.058,3.126,2.688,3.227,3.559,4.064,2.888,3.567,3.672,3.48,3.41,0.0
p232_040.wav,1.898,,0.297,-7.537,0.982,2.422,3.187,3.009,3.522,3.583,3.193,2.72,3.918,3.793,3.072,2.535,0.0
p232_041.wav,2.007,,17.49,7.81,0.807,2.297,3.433,3.051,3.561,3.605,3.925,3.66,4.476,3.83,3.922,3.534,0.0
p232_042.wav,2.514,,11.578,6.166,0.984,3.03,4.067,3.292,3.559,4.111,3.975,4.25,3.965,4.405,3.996,3.575,0.0
p232_043.wav,1.96,,7.334,-3.584,0.739,2.067,3.029,3.259,3.634,3.882,3.311,4.049,3.691,4.432,3.027,2.462,0.0
p232_044.wav,1.383,,0.433,-8.893,0.651,1.183,3.086,2.205,3.151,2.476,2.405,2.951,3.287,3.385,2.355,2.019,0.0
p232_045.wav,1.238,,15.369,5.72,0.899,3.579,3.266,3.038,3.341,4.007,3.234,4.008,3.324,4.119,3.165,2.95,0.0
p232_046.wav,1.416,,13.585,4.367,0.758,2.029,3.123,2.51,3.101,3.181,3.349,3.901,3.431,4.34,3.264,3.059,0.0
p232_047.wav,1.926,,18.291,9.146,0.848,2.095,3.223,2.994,3.513,3.495,2.825,4.714,3.195,4.708,3.201,3.018,0.0
p232_048.wav,1.82,,-0.475,-13.407,0.641,1.936,3.527,2.781,3.548,3.201,3.751,2.827,3.462,3.442,2.833,2.419,0.0
p232_049.wav,2.941,,18.443,13.307,0.957,2.767,3.852,3.393,3.682,4.017,3.233,3.967,3.685,4.564,3.437,3.34,0.0
p232_050.wav,1.733,,10.912,2.301,0.8,1.798,3.066,2.893,3.282,3.807,4.072,4.137,3.506,4.603,3.735,3.127,0.0
p232_051.wav,1.476,,6.416,-5.75,0.725,1.782,3.022,2.887,3.461,3.448,4.423,4.164,3.672,4.145,3.47,2.857,0.25
p232_052.wav,2.199,,3.512,-5.66,0.531,1.214,2.681,1.722,2.65,1.742,2.943,4.052,3.366,3.847,2.438,1.832,0.0
p232_053.wav,1.644,,22.153,11.304,0.914,2.295,3.759,3.006,3.417,3.736,3.497,4.066,3.414,4.665,3.442,3.07,0.0
p232_054.wav,3.706,,12.279,5.074,0.936,2.274,3.342,2.936,3.7,3.273,3.088,3.691,3.596,4.524,2.927,2.507,0.091
p232_055.wav,1.526,,5.957,-4.447,0.761,2.08,3.319,2.858,3.38,3.569,3.801,3.018,3.791,3.428,3.054,2.729,0.0
p232_056.wav,1.803,,1.556,-8.847,0.662,1.375,2.744,2.506,3.334,2.888,3.257,3.342,3.675,3.334,2.587,2.171,0.0
p232_057.wav,2.236,,21.388,12.419,0.921,2.587,3.619,3.13,3.385,4.091,3.777,3.767,3.792,4.673,2.854,2.636,0.0
p232_058.wav,3.899,,11.519,7.695,0.951,3.404,4.046,3.182,3.546,3.895,4.208,4.349,3.622,4.242,4.012,3.569,0.0
p232_059.wav,1.32,,4.506,-7.065,0.692,2.249,3.051,3.012,3.41,3.901,3.529,3.303,3.393,3.838,2.849,2.598,0.0
