FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,15.658,6.017,0.827,2.717,3.492,3.198,3.58,3.908,3.495,3.351,3.442,3.423,3.137,2.996,0.0
p232_002.wav,2.715,,12.351,7.308,0.945,3.094,3.584,3.281,3.624,3.926,3.726,3.85,3.805,4.002,4.02,3.525,0.0
p232_003.wav,7.185,,6.781,-0.119,0.922,2.516,3.746,3.094,3.542,3.72,3.56,3.347,3.373,4.379,3.061,2.776,0.05
p232_005.wav,6.247,,3.003,0.753,0.725,1.315,3.446,2.652,3.571,2.753,3.819,3.329,3.19,3.964,2.815,2.44,0.05
p232_006.wav,5.104,,15.926,10.508,0.893,2.01,3.877,3.138,3.484,3.906,4.094,4.393,4.223,4.31,3.667,3.22,0.118
p232_007.wav,3.956,,11.593,5.714,0.831,1.683,3.926,2.945,3.593,3.374,4.327,3.643,4.561,4.118,3.795,3.365,0.0
p232_009.wav,4.158,,6.508,1.623,0.854,1.558,3.567,2.798,3.325,3.489,3.886,3.302,3.934,3.921,3.017,2.747,0.0
p232_010.wav,2.764,,1.016,-7.169,0.428,1.28,2.638,1.562,2.269,1.764,3.206,3.315,3.803,3.278,2.323,1.965,0.5
p232_011.wav,6.538,,15.175,10.431,0.912,2.324,3.92,3.067,3.552,3.605,4.077,3.782,4.359,4.825,3.448,2.889,0.0
p232_012.wav,4.336,,10.811,7.051,0.91,1.776,3.673,3.074,3.563,3.603,3.786,4.165,4.108,4.834,3.723,3.225,0.0
p232_013.wav,3.943,,5.815,0.556,0.801,1.387,3.379,2.423,3.296,2.802,3.923,3.423,4.006,4.179,3.257,2.26,0.0
p232_014.wav,4.617,,2.172,-2.143,0.747,1.32,3.655,2.936,3.468,3.546,3.63,3.531,4.485,3.528,2.833,2.332,0.067
p232_015.wav,5.32,,15.283,11.505,0.983,2.878,3.887,3.461,3.692,4.17,3.941,3.801,3.74,4.125,3.592,3.265,0.0
p232_016.wav,5.569,,9.559,6.309,0.959,2.081,4.066,3.188,3.548,3.905,3.405,3.101,3.906,4.316,3.645,3.252,0.0
p232_017.wav,2.889,,4.921,-1.046,0.962,1.871,3.375,2.954,3.346,3.81,4.05,2.9,4.167,4.672,2.909,2.543,0.25
p232_019.wav,6.736,,1.581,-2.54,0.927,1.777,3.546,3.183,3.629,3.778,3.731,3.118,3.925,3.769,2.762,2.396,0.105
p232_020.wav,3.617,,11.881,8.592,0.851,1.6,3.763,3.213,3.581,3.892,3.545,4.371,4.106,4.83,3.492,3.122,0.111
p232_021.wav,8.51,,12.728,9.095,0.925,2.538,3.976,3.136,3.643,3.57,3.236,3.577,3.782,4.167,3.414,3.033,0.0
p232_022.wav,5.794,,9.462,6.696,0.883,1.407,3.456,2.847,3.623,3.109,3.392,3.68,3.933,4.469,3.101,2.691,0.111
p232_023.wav,9.769,,6.451,3.147,0.77,1.427,3.672,2.907,3.417,3.51,3.335,3.498,4.356,4.484,2.67,2.276,0.083
p232_024.wav,5.52,,14.793,12.166,0.974,2.638,4.001,3.225,3.574,3.918,4.518,4.773,4.364,4.271,4.177,3.886,0.0
p232_025.wav,1.876,,13.485,7.384,0.923,2.063,3.808,3.249,3.566,3.996,3.235,4.199,3.274,4.457,3.689,3.046,0.0
p232_027.wav,3.771,,7.262,4.381,0.972,2.292,3.796,3.149,3.61,3.692,3.171,4.325,3.512,4.823,3.137,2.904,0.0
p232_028.wav,2.065,,4.69,-3.223,0.589,1.394,3.055,2.104,3.105,2.464,2.422,3.227,2.722,3.584,2.573,2.075,0.0
p232_029.wav,3.415,,17.436,8.632,0.867,1.969,3.756,3.066,3.517,3.721,4.163,3.732,3.938,4.572,3.236,2.858,0.0
p232_030.wav,3.849,,14.606,9.409,0.94,2.136,3.615,2.82,3.543,3.181,3.457,4.038,3.38,4.044,3.253,3.016,0.083
p232_031.wav,2.29,,5.948,-2.844,0.643,1.73,3.411,2.876,3.542,3.271,3.445,3.957,3.189,3.866,3.143,2.816,0.0
p232_032.wav,3.49,,1.093,-2.88,0.528,1.135,3.009,1.447,1.868,1.94,4.178,2.994,3.402,4.02,2.97,2.439,0.455
p232_033.wav,1.448,,16.179,4.759,0.785,2.566,3.548,2.649,3.192,3.403,3.842,4.309,4.069,4.398,3.283,3.071,0.0
p232_034.wav,1.472,,10.237,3.756,0.674,1.573,3.405,2.9,3.319,3.728,4.07,4.336,4.059,3.712,3.453,3.08,0.0
p232_035.wav,3.158,,7.161,1.505,0.866,1.509,3.137,2.63,3.534,2.831,4.108,3.308,3.933,4.143,2.852,2.223,0.154
p232_036.wav,2.843,,0.582,-3.594,0.564,1.201,3.278,2.591,2.954,3.73,4.144,3.762,3.633,3.675,2.915,2.833,0.1
p232_037.wav,3.856,,14.995,10.295,0.992,2.763,3.778,3.39,3.619,4.146,4.372,3.622,4.331,4.448,3.48,3.085,0.0
p232_038.wav,2.09,,10.367,1.146,0.9,2.4,3.698,3.01,3.395,3.834,4.067,3.044,3.461,3.638,3.597,3.232,0.0
p232_039.wav,1.94,,4.859,-4.778,0.635,1.985,3.234,2.669,3.088,3.78,4.155,3.598,4.161,3.907,3.914,3.74,0.0
p232_040.wav,1.898,,-0.579,-8.299,0.963,1.856,3.121,3.061,3.454,3.858,3.985,3.72,4.812,3.614,3.538,3.424,0.0
p232_041.wav,2.007,,18.819,7.551,0.779,2.142,3.139,2.652,3.517,2.852,3.134,2.979,3.935,4.098,3.611,3.115,0.0
p232_042.wav,2.514,,10.752,4.647,0.973,2.477,3.991,3.146,3.609,3.731,3.88,3.638,3.804,3.923,3.325,2.966,0.0
p232_043.wav,1.96,,8.917,1.03,0.703,1.519,3.146,2.976,3.423,3.651,4.0,2.994,4.752,3.835,3.171,2.653,0.0
p232_044.wav,1.383,,2.275,-7.026,0.593,1.311,2.824,1.733,2.664,1.892,3.651,3.938,3.591,3.701,2.953,2.287,0.0
p232_045.wav,1.238,,14.494,3.147,0.899,3.365,3.249,3.078,3.363,4.033,3.545,3.533,3.403,3.967,3.409,3.086,0.0
p232_046.wav,1.416,,14.418,4.087,0.731,1.83,2.546,1.961,2.679,2.382,3.564,3.623,3.632,4.438,3.608,3.169,0.0
p232_047.wav,1.926,,8.708,2.951,0.853,1.529,2.983,2.561,3.123,3.296,4.283,4.279,3.437,4.481,3.365,3.026,0.0
p232_048.wav,1.82,,0.626,-10.096,0.59,1.899,3.351,2.71,3.438,3.123,3.505,2.825,3.549,3.209,3.03,2.631,0.0
p232_049.wav,2.941,,17.006,11.63,0.956,2.605,3.669,3.172,3.635,3.662,2.788,3.751,4.146,4.754,3.158,2.987,0.0
p232_050.wav,1.733,,9.066,2.532,0.774,1.512,3.111,2.733,3.168,3.619,4.105,4.176,3.918,3.894,3.345,2.913,0.0
p232_051.wav,1.476,,6.399,-3.69,0.687,1.567,2.94,2.354,2.798,3.457,4.647,3.882,4.467,4.147,3.35,2.934,0.75
p232_052.wav,2.199,,1.952,-3.838,0.453,1.152,2.871,1.423,2.036,1.938,3.544,3.068,3.585,3.579,2.824,2.332,0.286
p232_053.wav,1.644,,13.934,5.087,0.835,2.137,3.514,3.011,3.402,3.796,3.118,3.831,3.334,4.031,3.424,2.841,0.0
p232_054.wav,3.706,,10.716,5.132,0.914,1.697,3.358,2.658,3.477,2.986,3.22,3.119,3.793,4.404,2.601,2.138,0.091
p232_055.wav,1.526,,6.587,-0.656,0.732,1.984,3.735,2.634,3.228,3.404,3.61,3.831,3.963,3.305,2.833,2.745,0.0
p232_056.wav,1.803,,0.966,-7.508,0.485,1.288,2.498,2.266,2.831,3.182,3.98,3.014,3.536,3.026,2.933,2.055,0.167
p232_057.wav,2.236,,15.943,7.077,0.922,2.773,3.627,2.997,3.272,4.023,3.9,3.916,3.905,4.504,3.225,2.95,0.0
p232_058.wav,3.899,,9.361,5.679,0.926,2.169,4.03,3.222,3.553,3.962,4.725,3.963,4.023,4.391,4.249,4.06,0.0
p232_059.wav,1.32,,4.815,-6.834,0.694,2.29,3.126,2.997,3.361,3.954,4.184,2.786,4.117,3.364,2.779,2.696,0.0
p232_060.wav,2.34,,-0.811,-10.31,0.704,1.911,3.181,2.643,3.098,3.519,4.176,2.895,3.233,3.637,2.983,2.686,0.0
p232_061.wav,3.249,,13.229,10.29,0.945,1.989,3.86,3.086,3.557,3.608,3.882,3.999,3.581,4.711,3.45,3.044,0.111
p232_062.wav,2.964,,14.299,7.172,0.881,2.015,3.304,2.595,3.568,2.749,3.33,4.405,3.793,4.438,3.46,3.081,0.111
p232_063.wav,2.264,,6.412,-0.174,0.891,1.602,3.367,2.385,3.099,3.063,3.356,3.799,3.983,3.71,3.092,2.452,0.2
p232_064.wav,2.01,,4.668,-3.341,0.81,1.607,3.485,2.527,2.845,3.72,4.072,3.356,4.312,3.391,3.371,3.241,0.0
p232_065.wav,1.524,,15.325,4.952,0.789,2.091,3.082,2.644,3.329,3.164,3.835,4.773,3.519,4.484,3.526,3.183,0.0
p232_066.wav,3.277,,11.915,6.146,0.916,2.498,3.282,2.765,3.533,3.108,3.455,3.664,3.987,4.344,3.701,3.192,0.0
p232_067.wav,2.617,,6.961,1.718,0.893,1.954,3.536,2.882,3.398,3.431,3.461,4.024,3.825,4.15,3.142,2.871,0.167
p232_068.wav,2.522,,1.255,-2.556,0.853,1.711,3.794,2.805,3.364,3.42,4.181,3.438,3.941,3.66,3.516,2.748,0.111
p232_069.wav,2.669,,17.387,9.352,0.939,2.373,3.691,3.06,3.6,3.536,3.483,3.647,4.226,4.005,3.068,2.793,0.143
p232_070.wav,2.544,,9.517,4.118,0.774,1.484,3.54,2.894,3.442,3.428,3.971,3.746,3.758,4.34,3.394,3.128,0.25
p232_071.wav,2.589,,7.012,-0.372,0.669,1.555,3.23,2.668,3.475,2.934,4.116,3.293,4.255,4.292,3.236,2.72,0.429
p232_072.wav,1.987,,0.044,-6.032,0.432,1.142,2.756,1.977,2.485,3.058,4.017,2.849,3.608,2.846,2.979,2.778,0.6
