FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,19.642,10.72,0.836,2.616,3.743,3.204,3.544,3.903,3.782,3.577,3.58,4.117,3.175,2.972,0.0
p232_002.wav,2.715,,18.724,13.136,0.953,3.104,3.584,3.483,3.714,4.141,3.427,4.293,3.863,4.41,4.153,3.517,0.182
p232_003.wav,7.185,,12.118,9.56,0.929,2.826,3.865,3.166,3.494,3.932,4.069,3.607,4.346,4.754,3.6,3.258,0.05
p232_005.wav,6.247,,3.914,2.454,0.756,1.44,3.716,2.75,3.679,2.793,3.164,3.442,3.209,3.615,2.688,2.367,0.0
p232_006.wav,5.104,,17.223,10.881,0.907,2.472,3.956,3.254,3.566,4.007,3.531,4.009,3.816,3.698,3.51,3.249,0.059
p232_007.wav,3.956,,13.128,6.49,0.889,1.991,4.032,2.96,3.595,3.374,4.058,3.727,4.212,4.625,3.628,3.137,0.083
p232_009.wav,4.158,,10.04,3.917,0.892,2.164,3.617,3.055,3.485,3.762,4.18,3.472,3.478,4.289,2.954,2.75,0.0
p232_010.wav,2.764,,2.31,-7.36,0.526,1.262,2.819,2.359,3.273,2.641,3.672,2.976,3.555,3.192,2.442,1.931,0.375
p232_011.wav,6.538,,18.399,12.126,0.93,2.78,4.143,3.339,3.629,4.036,3.832,3.959,4.639,4.87,3.579,3.284,0.0
p232_012.wav,4.336,,15.501,10.071,0.912,2.251,3.827,3.196,3.623,3.752,3.681,4.501,4.306,4.697,3.649,3.314,0.0
p232_013.wav,3.943,,10.782,4.201,0.859,1.711,3.757,2.943,3.59,3.371,3.756,3.06,3.968,3.897,2.979,2.2,0.0
p232_014.wav,4.617,,4.425,0.473,0.816,1.628,3.601,3.02,3.523,3.624,3.514,2.611,4.104,3.246,2.691,2.348,0.0
p232_015.wav,5.32,,19.1,15.102,0.985,3.522,3.977,3.504,3.711,4.195,3.704,4.17,3.856,4.378,3.855,3.489,0.0
p232_016.wav,5.569,,13.545,11.353,0.975,3.351,4.121,3.404,3.644,4.135,3.533,3.901,3.742,4.124,3.608,3.227,0.0
p232_017.wav,2.889,,9.746,6.693,0.977,2.717,3.376,3.136,3.47,3.879,3.965,3.283,3.897,4.644,3.227,2.774,0.25
p232_019.wav,6.736,,3.006,2.12,0.944,2.297,3.619,3.232,3.56,3.958,3.878,3.59,3.998,4.125,3.028,2.706,0.0
p232_020.wav,3.617,,18.901,11.312,0.908,2.855,3.842,3.312,3.587,4.061,3.358,4.589,3.927,4.823,3.618,3.196,0.0
p232_021.wav,8.51,,13.555,10.935,0.935,2.8,4.108,3.111,3.583,3.635,3.871,3.912,4.575,4.63,3.67,3.399,0.0
p232_022.wav,5.794,,16.14,11.476,0.922,2.17,4.028,3.322,3.613,4.038,3.612,3.745,4.25,4.391,3.718,3.341,0.167
p232_023.wav,9.769,,13.213,7.649,0.838,1.665,3.875,3.048,3.668,3.396,3.329,3.602,4.294,4.596,3.366,2.628,0.167
p232_024.wav,5.52,,19.268,15.954,0.981,3.786,4.013,3.317,3.669,3.899,4.382,4.587,3.967,4.663,4.252,3.953,0.0
p232_025.wav,1.876,,23.048,13.198,0.927,2.585,3.809,3.336,3.616,4.037,3.055,4.261,3.107,4.444,3.308,2.844,0.0
p232_027.wav,3.771,,8.849,8.771,0.975,3.138,3.878,3.297,3.641,3.898,3.332,4.41,3.534,4.796,3.253,3.011,0.0
p232_028.wav,2.065,,0.462,-11.583,0.689,1.711,3.33,2.601,3.272,3.133,3.225,3.181,3.179,3.993,2.742,2.221,0.0
p232_029.wav,3.415,,17.726,8.526,0.878,2.119,3.959,3.265,3.59,3.986,3.999,4.208,4.072,4.437,3.748,3.533,0.0
p232_030.wav,3.849,,16.84,10.096,0.965,2.312,3.784,3.171,3.548,3.853,4.22,4.391,3.638,4.2,3.315,2.997,0.167
p232_031.wav,2.29,,7.789,1.036,0.681,1.666,3.4,2.747,3.461,3.193,3.961,4.646,3.871,3.554,3.12,3.121,0.0
p232_032.wav,3.49,,2.937,-2.637,0.591,1.244,3.145,2.513,3.454,2.765,3.163,3.993,4.117,3.756,2.93,2.523,0.455
p232_033.wav,1.448,,19.499,7.679,0.781,2.464,3.316,3.031,3.343,3.941,3.161,4.502,3.29,3.984,3.01,2.93,0.0
p232_034.wav,1.472,,11.576,3.897,0.727,1.436,3.45,2.806,3.175,3.757,4.089,4.322,4.131,4.504,3.384,2.951,0.0
p232_035.wav,3.158,,11.708,5.659,0.904,1.795,3.08,3.061,3.691,3.439,3.734,3.332,3.597,3.681,2.683,2.459,0.231
p232_036.wav,2.843,,2.746,-3.735,0.734,1.31,3.365,2.475,3.344,2.759,3.473,3.436,3.89,3.934,2.697,2.289,0.0
p232_037.wav,3.856,,17.158,12.424,0.995,3.506,3.796,3.335,3.606,4.072,3.403,3.926,3.586,4.326,3.374,2.919,0.0
p232_038.wav,2.09,,11.6,3.745,0.907,2.708,3.745,3.066,3.486,3.757,4.359,3.33,3.617,3.826,3.729,3.301,0.0
p232_039.wav,1.94,,5.138,-2.542,0.636,2.022,3.258,2.539,2.961,3.701,4.439,3.085,4.089,4.073,3.35,3.041,0.0
p232_040.wav,1.898,,0.266,-7.622,0.981,2.417,3.173,3.055,3.575,3.583,3.537,2.964,4.001,3.689,3.226,2.83,0.0
p232_041.wav,2.007,,17.926,8.251,0.795,2.261,3.27,2.802,3.587,3.091,4.01,3.674,4.49,4.716,4.144,3.464,0.0
p232_042.wav,2.514,,17.178,11.281,0.982,2.959,4.055,3.344,3.615,4.076,2.977,4.731,4.306,4.857,3.714,3.256,0.0
p232_043.wav,1.96,,11.544,1.13,0.757,1.969,3.254,3.283,3.596,4.0,3.688,3.84,3.946,4.245,3.576,3.139,0.0
p232_044.wav,1.383,,0.151,-9.434,0.628,1.351,2.924,2.14,3.122,2.354,2.8,3.231,3.133,3.514,2.452,2.112,0.0
p232_045.wav,1.238,,15.824,6.942,0.898,3.103,3.291,2.94,3.264,3.915,3.084,4.081,3.015,4.255,2.795,2.597,0.0
p232_046.wav,1.416,,19.097,7.047,0.754,1.88,3.238,2.741,3.273,3.439,3.248,4.163,3.376,4.674,3.272,3.205,0.0
p232_047.wav,1.926,,17.795,8.283,0.857,1.993,3.157,2.874,3.492,3.306,3.171,4.569,3.227,4.451,3.245,2.905,0.0
p232_048.wav,1.82,,-0.596,-13.591,0.609,2.07,3.568,2.649,3.528,2.947,4.174,3.284,3.869,3.746,3.072,2.373,0.0
p232_049.wav,2.941,,22.045,14.523,0.954,2.75,3.803,3.266,3.637,3.825,3.357,4.1,3.822,4.624,3.576,3.217,0.0
p232_050.wav,1.733,,14.466,4.721,0.828,1.874,3.257,2.894,3.258,3.814,4.242,3.861,3.899,3.78,3.626,3.299,0.0
p232_051.wav,1.476,,6.475,-5.671,0.759,1.956,3.252,2.893,3.49,3.436,4.454,4.259,4.431,4.234,3.609,3.021,0.5
p232_052.wav,2.199,,2.339,-7.275,0.453,1.172,2.47,1.134,1.35,1.176,2.986,4.035,3.142,3.288,2.557,1.831,0.571
p232_053.wav,1.644,,21.831,11.241,0.907,2.463,3.749,3.143,3.388,4.08,3.591,3.547,3.498,4.297,3.317,2.917,0.0
p232_054.wav,3.706,,18.104,10.463,0.922,2.183,3.367,2.763,3.624,2.919,3.575,3.821,3.388,4.651,3.151,2.663,0.091
p232_055.wav,1.526,,7.823,0.605,0.785,2.109,3.552,2.64,2.996,3.733,4.375,4.097,4.399,4.019,3.604,3.163,0.0
p232_056.wav,1.803,,2.35,-7.734,0.678,1.401,2.681,2.494,3.06,3.332,3.643,3.379,3.98,3.24,2.751,2.23,0.0
p232_057.wav,2.236,,22.35,12.372,0.926,2.633,3.628,3.012,3.288,3.987,3.128,4.261,3.791,4.719,3.222,2.943,0.0
p232_058.wav,3.899,,13.995,11.172,0.94,3.145,4.064,3.297,3.583,4.033,4.289,3.862,3.925,4.442,3.936,3.506,0.0
p232_059.wav,1.32,,4.73,-6.776,0.702,2.164,3.037,2.964,3.349,3.908,3.438,3.295,3.793,4.113,2.704,2.554,0.0
p232_060.wav,2.34,,0.029,-11.025,0.763,2.812,3.471,2.778,3.239,3.665,3.934,3.833,3.016,3.863,3.27,2.783,0.0
p232_061.wav,3.249,,20.717,13.491,0.973,3.005,3.915,3.239,3.577,3.894,3.83,4.526,3.561,4.755,3.889,3.409,0.0
p232_062.wav,2.964,,19.584,10.563,0.89,2.44,3.588,3.085,3.59,3.614,2.725,4.101,3.646,4.604,4.015,3.483,0.111
p232_063.wav,2.264,,16.813,7.399,0.925,1.942,3.398,3.095,3.543,3.736,3.116,4.656,3.63,4.385,3.174,2.568,0.2
p232_064.wav,2.01,,1.349,-10.209,0.846,1.735,3.439,2.554,3.344,2.979,3.929,3.481,3.637,3.45,3.239,3.106,0.167
p232_065.wav,1.524,,18.815,8.594,0.875,2.614,3.429,3.014,3.268,4.077,3.519,4.657,3.292,4.664,3.693,3.327,0.0
p232_066.wav,3.277,,13.368,10.212,0.932,2.677,3.635,2.752,3.546,3.025,3.745,4.339,3.863,4.357,3.754,3.251,0.0
p232_067.wav,2.617,,11.753,7.993,0.927,2.706,3.622,3.385,3.651,4.098,3.702,4.457,3.53,4.572,2.942,2.697,0.167
p232_068.wav,2.522,,3.646,3.099,0.912,2.748,3.766,2.923,3.569,3.337,4.797,4.606,4.186,4.105,3.236,3.04,0.0
p232_069.wav,2.669,,18.364,10.626,0.951,2.568,3.66,3.099,3.654,3.519,3.791,3.76,3.917,4.27,3.374,2.974,0.143
p232_070.wav,2.544,,11.479,4.703,0.84,2.21,3.668,3.016,3.418,3.835,3.407,4.265,4.296,4.427,3.49,3.249,0.0
p232_071.wav,2.589,,6.585,-0.978,0.682,1.58,2.869,2.663,3.527,2.848,3.517,3.147,3.763,3.387,2.901,2.549,0.286
p232_072.wav,1.987,,1.462,-6.544,0.611,1.253,3.003,2.654,3.414,3.046,3.691,3.396,3.234,3.198,2.729,2.456,0.0
p232_073.wav,1.908,,17.472,5.436,0.962,2.245,3.783,3.223,3.54,3.981,3.965,4.051,3.42,4.53,3.803,3.321,0.0
p232_074.wav,2.21,,16.835,7.637,0.813,2.192,3.055,2.797,3.605,2.996,3.799,4.048,3.746,4.363,3.117,2.533,0.0
p232_075.wav,2.346,,7.796,-2.04,0.876,1.709,3.335,2.977,3.552,3.444,4.454,3.27,3.616,4.092,3.611,3.176,0.4
p232_076.wav,1.927,,2.119,-6.997,0.632,1.43,3.131,2.907,3.463,3.541,3.966,3.296,3.896,3.838,3.487,3.108,0.25
p232_077.wav,1.742,,15.706,6.352,0.863,2.864,3.488,3.058,3.33,4.049,3.496,4.0,3.345,4.35,3.537,3.282,0.0
p232_078.wav,2.261,,12.641,7.636,0.991,3.032,3.708,3.182,3.49,4.006,4.012,4.307,3.216,4.742,3.591,3.174,0.0
p232_079.wav,2.394,,5.781,-1.562,0.887,2.639,3.806,3.074,3.612,3.616,4.632,4.21,4.055,3.933,3.73,3.271,0.0
p232_080.wav,2.08,,-0.611,-12.208,0.784,1.571,2.767,2.691,3.226,3.494,3.933,3.242,3.378,4.189,3.181,2.723,0.0
p232_081.wav,1.885,,20.822,13.516,0.891,2.568,3.647,3.035,3.533,3.614,3.536,3.781,3.403,4.115,3.294,2.988,0.4
p232_082.wav,1.559,,12.654,1.831,0.58,1.499,2.797,1.672,2.486,1.837,2.896,3.709,3.214,4.491,3.551,2.551,0.0
p232_083.wav,1.661,,7.057,1.864,0.86,2.102,3.218,2.919,3.494,3.43,3.236,3.622,2.807,4.416,3.551,2.586,0.0
p232_084.wav,1.391,,-0.102,-9.538,0.693,1.257,3.307,2.661,3.457,3.019,3.089,2.865,3.166,3.768,2.736,2.263,0.25
p232_085.wav,2.067,,23.948,14.26,0.984,3.59,3.676,3.277,3.567,4.049,3.439,3.992,3.644,4.776,3.585,3.252,0.0
p232_086.wav,1.968,,21.821,12.826,0.94,2.969,3.897,3.448,3.71,4.089,3.274,4.15,3.336,4.577,3.754,3.177,0.0
p232_087.wav,1.978,,5.81,-1.313,0.868,3.016,3.738,3.117,3.505,3.884,3.807,3.396,3.905,3.636,3.708,3.22,0.0
p232_088.wav,2.924,,2.938,-0.514,0.872,2.386,3.699,2.613,3.18,3.355,4.045,4.47,3.695,4.227,3.278,3.1,0.0
p232_089.wav,2.234,,17.996,9.689,0.869,2.025,3.565,3.066,3.541,3.613,3.793,3.869,3.922,3.819,3.521,3.196,0.0
p232_090.wav,3.943,,12.857,6.464,0.903,2.071,3.727,3.238,3.589,3.923,4.161,3.309,4.122,4.566,3.302,2.983,0.083
p232_091.wav,1.563,,6.833,-1.675,0.769,1.521,2.747,2.418,3.164,2.948,3.286,2.872,3.592,3.665,2.472,1.785,0.0
p232_092.wav,1.968,,0.915,-8.681,0.715,1.687,2.961,2.314,3.081,2.807,3.974,2.905,3.365,3.405,2.835,2.512,0.0
p232_093.wav,2.221,,17.71,9.461,0.903,2.922,3.879,3.263,3.578,3.992,4.406,4.558,4.188,3.895,3.885,3.433,0.0
p232_094.wav,2.816,,13.641,5.606,0.885,2.272,3.732,2.859,3.233,3.79,3.711,3.609,4.285,4.47,3.282,2.798,0.0
p232_095.wav,3.574,,8.432,3.36,0.733,1.132,2.963,3.049,3.624,3.525,3.46,3.681,3.762,3.997,2.216,1.673,0.25
p232_096.wav,1.678,,6.227,-4.995,0.543,1.206,2.739,2.376,3.486,2.351,3.28,2.726,3.283,3.58,2.106,1.648,0.0
p232_097.wav,2.705,,18.738,11.752,0.941,2.485,3.851,3.177,3.526,3.796,3.107,4.231,3.424,4.548,3.457,3.069,0.0
p232_098.wav,2.385,,12.349,5.82,0.888,2.142,3.454,3.206,3.552,3.856,3.404,3.776,3.266,4.321,3.537,3.043,0.0
p232_099.wav,2.765,,7.447,5.497,0.971,3.011,3.69,3.17,3.529,3.892,3.482,4.512,3.798,4.788,4.068,3.61,0.0
p232_100.wav,1.6,,0.976,-5.174,0.782,2.06,2.931,2.414,3.028,2.977,2.604,3.95,2.95,4.335,3.172,2.59,0.333
p232_101.wav,1.946,,21.847,10.897,0.945,2.644,3.658,3.103,3.619,3.585,3.653,4.429,3.118,4.635,2.971,2.746,0.0
p232_102.wav,1.894,,11.239,3.982,0.81,2.37,3.364,2.83,3.215,3.752,3.882,4.505,3.828,4.778,3.701,3.548,0.0
p232_103.wav,3.547,,10.835,4.909,0.828,1.927,3.754,2.619,3.568,2.778,4.172,4.284,4.102,4.1,3.907,3.145,0.0
p232_104.wav,3.92,,3.783,-1.534,0.803,1.831,3.349,2.935,3.462,3.572,4.395,4.319,4.178,4.076,4.051,3.583,0.25
p232_105.wav,1.757,,22.012,11.617,0.931,3.029,3.575,3.338,3.56,4.154,4.102,4.347,3.635,4.57,3.903,3.45,0.0
p232_106.wav,2.388,,23.266,15.676,0.966,3.119,3.861,3.218,3.533,3.99,3.929,4.436,3.482,4.641,3.318,3.261,0.0
p232_107.wav,2.642,,9.71,4.538,0.929,3.221,3.544,3.015,3.594,3.502,3.716,3.226,4.242,4.411,3.329,2.846,0.0
p232_108.wav,1.682,,0.364,-12.274,0.835,2.115,3.119,3.007,3.552,3.663,3.034,2.958,3.122,4.102,2.672,2.115,0.0
p232_109.wav,3.492,,21.107,12.643,0.927,2.404,3.974,3.33,3.628,4.005,3.575,4.817,4.085,4.828,3.711,3.324,0.0
p232_110.wav,2.035,,13.473,3.882,0.798,1.489,2.798,2.47,3.527,2.54,3.228,4.081,4.08,3.271,3.135,2.665,0.0
p232_112.wav,1.644,,5.306,-2.911,0.824,2.127,3.047,2.596,3.255,3.162,3.319,3.793,3.318,3.464,2.945,2.597,0.2
p232_113.wav,1.368,,2.234,-9.186,0.535,1.436,3.164,2.683,3.373,3.165,4.062,3.127,3.663,2.89,2.878,2.789,0.25
p232_114.wav,3.196,,18.919,12.651,0.924,2.374,3.526,3.38,3.624,4.111,3.69,4.437,4.414,4.862,3.712,3.166,0.083
p232_115.wav,2.745,,16.326,9.901,0.894,2.325,3.767,3.195,3.454,4.076,3.951,4.239,4.427,4.039,3.773,3.476,0.0
p232_116.wav,1.983,,18.13,6.625,0.801,1.591,3.253,2.715,3.525,3.011,2.998,4.146,3.146,4.406,3.145,2.017,0.0
p232_117.wav,3.473,,2.491,-3.895,0.759,1.364,3.447,2.815,3.514,3.262,3.78,3.116,3.17,3.091,2.923,2.575,0.167
p232_118.wav,3.134,,18.409,11.611,0.962,3.011,3.854,3.465,3.697,4.164,4.042,4.088,4.05,4.8,4.045,3.627,0.0
p232_119.wav,3.168,,13.722,8.549,0.894,2.64,3.847,3.134,3.515,3.835,3.873,4.309,3.818,4.879,3.437,2.964,0.0
p232_120.wav,1.463,,7.126,2.078,0.812,2.519,3.629,2.906,3.205,3.978,3.423,4.103,3.593,3.898,3.124,2.906,0.0
p232_121.wav,3.065,,7.157,6.052,0.915,2.542,3.492,3.053,3.584,3.635,3.019,3.549,3.236,4.245,3.145,2.559,0.0
p232_123.wav,3.707,,21.563,13.607,0.931,2.816,3.738,3.237,3.622,3.867,3.511,3.946,3.494,4.763,3.404,3.095,0.0
p232_124.wav,1.491,,19.114,8.847,0.821,2.164,3.428,3.081,3.528,3.696,3.873,4.071,3.478,4.138,3.563,3.059,0.0
p232_125.wav,1.608,,8.782,-1.578,0.713,1.792,3.146,2.937,3.604,3.357,4.228,2.399,3.42,3.547,3.203,2.795,0.0
