FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,15.372,6.046,0.834,2.924,3.467,3.262,3.584,4.022,3.754,3.599,3.506,3.852,3.584,3.224,0.0
p232_002.wav,2.715,,11.268,5.853,0.948,3.545,3.661,3.231,3.656,3.771,4.158,3.969,3.774,4.077,4.015,3.54,0.0
p232_003.wav,7.185,,6.666,-0.263,0.937,3.038,3.83,3.083,3.48,3.818,3.397,3.705,3.737,4.525,3.214,2.866,0.05
p232_005.wav,6.247,,2.509,-2.206,0.807,1.627,3.903,2.94,3.564,3.375,3.757,3.058,3.626,3.627,2.536,2.331,0.0
p232_006.wav,5.104,,17.303,11.248,0.904,2.689,4.003,3.153,3.511,3.878,3.87,3.661,3.741,3.939,3.445,3.157,0.059
p232_007.wav,3.956,,13.547,7.055,0.91,2.227,3.931,3.024,3.578,3.451,3.726,3.802,4.098,4.258,3.572,3.017,0.0
p232_009.wav,4.158,,6.918,1.93,0.899,2.194,3.63,3.084,3.484,3.816,3.256,4.064,3.425,4.625,2.967,2.799,0.0
p232_010.wav,2.764,,2.729,-7.038,0.602,1.418,3.071,2.387,3.486,2.411,3.532,2.49,3.357,3.251,2.361,1.843,0.0
p232_011.wav,6.538,,17.472,11.036,0.927,2.941,4.002,3.103,3.646,3.567,3.796,3.991,4.444,4.647,3.501,3.147,0.0
p232_012.wav,4.336,,13.445,7.991,0.924,2.509,3.749,3.185,3.566,3.867,3.917,4.013,3.95,4.806,3.691,3.342,0.0
p232_013.wav,3.943,,8.138,1.724,0.901,1.919,3.557,3.164,3.555,3.867,3.377,3.938,3.451,4.463,3.115,2.351,0.0
p232_014.wav,4.617,,3.016,-2.448,0.816,1.44,3.086,2.995,3.667,3.404,3.066,3.329,4.044,3.78,2.786,2.281,0.0
p232_015.wav,5.32,,16.811,12.708,0.986,3.647,3.965,3.441,3.68,4.136,3.913,3.587,3.742,3.883,3.778,3.456,0.0
p232_016.wav,5.569,,11.872,7.881,0.979,3.488,4.123,3.238,3.586,3.929,3.782,3.6,3.807,4.546,3.714,3.268,0.0
p232_017.wav,2.889,,6.365,0.156,0.979,2.943,3.424,3.099,3.47,3.889,4.019,3.474,4.257,4.644,3.294,2.659,0.25
p232_019.wav,6.736,,1.969,-2.56,0.947,2.335,3.564,3.175,3.635,3.764,3.493,3.027,4.058,4.265,2.729,2.374,0.105
p232_020.wav,3.617,,18.657,11.235,0.91,2.914,3.84,3.274,3.58,4.002,3.195,4.702,4.022,4.89,3.521,3.147,0.0
p232_021.wav,8.51,,11.936,8.238,0.947,2.948,4.035,3.167,3.597,3.716,4.146,3.723,4.266,4.667,3.677,3.377,0.0
p232_022.wav,5.794,,8.081,3.997,0.922,1.9,3.484,3.099,3.619,3.633,3.866,3.643,4.074,4.099,3.074,2.472,0.111
p232_023.wav,9.769,,2.105,-4.099,0.837,1.44,3.163,2.732,3.628,2.901,3.513,3.023,3.64,4.001,2.484,2.176,0.111
p232_024.wav,5.52,,17.219,13.829,0.988,3.904,4.001,3.281,3.632,3.896,4.678,4.811,4.192,4.551,4.602,4.24,0.0
p232_025.wav,1.876,,10.649,0.192,0.943,2.914,3.741,3.222,3.564,3.959,4.464,4.149,3.401,3.811,3.671,3.263,0.0
p232_027.wav,3.771,,6.739,1.666,0.975,3.232,3.851,3.2,3.643,3.789,3.776,3.566,3.753,4.464,3.336,3.071,0.0
p232_028.wav,2.065,,0.184,-12.485,0.679,1.942,3.483,2.684,3.437,3.141,2.942,3.614,3.566,4.083,3.245,2.738,0.0
p232_029.wav,3.415,,18.344,8.842,0.919,2.393,3.922,3.031,3.547,3.584,3.793,3.852,3.759,4.08,3.294,3.101,0.0
p232_030.wav,3.849,,12.063,7.472,0.974,2.687,3.797,3.117,3.499,3.827,4.156,4.141,3.621,4.027,3.292,2.998,0.167
p232_031.wav,2.29,,5.693,-2.657,0.678,1.834,3.568,3.034,3.526,3.608,4.115,3.599,3.874,4.081,3.561,3.238,0.0
p232_032.wav,3.49,,3.686,-1.878,0.666,1.289,3.04,2.412,3.452,2.63,3.366,3.339,3.926,4.035,2.994,2.274,0.182
p232_033.wav,1.448,,15.497,3.133,0.766,2.658,3.106,2.673,3.389,3.131,3.566,4.276,3.549,4.216,3.325,3.084,0.0
p232_034.wav,1.472,,10.602,1.067,0.747,1.503,3.198,2.934,3.57,3.421,3.926,3.87,3.78,3.852,3.771,3.276,0.0
p232_035.wav,3.158,,8.82,3.018,0.917,1.875,3.323,3.257,3.68,3.846,3.196,3.435,3.794,4.051,2.45,2.174,0.077
p232_036.wav,2.843,,1.96,-5.977,0.627,1.18,2.74,1.257,1.651,1.403,3.089,3.893,3.551,3.787,2.742,2.26,0.0
p232_037.wav,3.856,,16.389,11.443,0.996,3.745,3.792,3.353,3.603,4.109,4.326,3.131,4.016,4.33,3.573,3.143,0.0
p232_038.wav,2.09,,10.804,1.674,0.904,2.759,3.723,3.098,3.485,3.877,3.992,3.146,3.309,3.645,3.431,3.139,0.0
p232_039.wav,1.94,,4.408,-6.463,0.634,2.106,3.117,2.687,3.204,3.626,4.283,2.756,3.569,3.438,3.495,3.334,0.0
p232_040.wav,1.898,,0.447,-7.338,0.986,2.645,3.342,3.061,3.509,3.747,2.935,2.716,3.668,4.026,3.056,2.595,0.0
p232_041.wav,2.007,,18.391,8.828,0.845,2.452,3.415,3.225,3.533,3.998,3.857,3.963,4.389,3.739,4.048,3.742,0.0
p232_042.wav,2.514,,11.137,4.434,0.985,3.23,4.097,3.233,3.582,3.978,3.964,4.003,4.082,4.428,3.54,3.209,0.0
p232_043.wav,1.96,,8.751,-2.085,0.744,1.816,3.054,3.25,3.595,3.965,3.402,3.472,3.507,3.828,3.196,2.856,0.0
p232_044.wav,1.383,,0.731,-8.241,0.69,1.229,3.01,2.405,3.165,2.952,2.499,2.905,3.367,4.411,2.144,1.937,0.0
p232_045.wav,1.238,,14.247,3.221,0.911,3.832,3.31,3.016,3.326,3.975,3.511,3.569,3.295,4.122,3.52,3.14,0.0
p232_046.wav,1.416,,10.182,-1.702,0.717,2.175,2.572,2.644,3.236,3.345,3.719,3.053,3.922,4.437,3.098,2.855,0.0
p232_047.wav,1.926,,5.822,-4.79,0.868,2.721,3.137,2.942,3.485,3.563,3.676,3.628,3.2,4.166,3.303,2.987,0.0
p232_048.wav,1.82,,-0.633,-13.534,0.632,2.074,3.347,2.766,3.521,3.176,3.779,3.229,3.256,3.795,3.048,2.654,0.0
p232_049.wav,2.941,,17.279,12.493,0.962,2.883,3.836,3.292,3.619,3.946,3.312,3.861,3.481,4.535,3.282,3.194,0.0
p232_050.wav,1.733,,11.086,2.537,0.818,1.948,3.187,2.856,3.24,3.795,4.111,4.339,3.986,4.85,3.665,2.942,0.0
p232_051.wav,1.476,,6.504,-5.781,0.778,1.693,3.094,2.762,3.471,3.16,4.102,3.412,3.405,3.954,2.742,2.206,0.5
p232_052.wav,2.199,,4.955,-4.228,0.632,1.314,3.154,2.632,3.492,2.894,3.688,2.831,3.646,3.27,2.823,2.384,0.286
