FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,15.391,5.681,0.836,2.732,3.477,3.355,3.62,4.099,3.741,3.504,3.44,3.71,3.453,3.174,0.0
p232_002.wav,2.715,,12.95,8.312,0.945,2.916,3.65,3.343,3.631,4.044,3.809,4.219,4.021,4.418,3.574,3.356,0.0
p232_003.wav,7.185,,7.857,2.176,0.926,2.81,3.764,3.14,3.486,3.917,3.489,3.997,3.9,4.437,3.503,3.219,0.05
p232_005.wav,6.247,,3.764,2.111,0.749,1.357,3.208,2.513,3.508,2.636,3.422,3.537,3.272,3.727,2.629,2.54,0.0
p232_006.wav,5.104,,17.315,10.346,0.88,2.318,3.802,3.024,3.626,3.437,3.954,3.737,4.128,4.12,3.814,3.358,0.059
p232_007.wav,3.956,,12.519,6.147,0.847,1.819,3.881,3.097,3.526,3.745,4.193,3.157,4.413,3.934,3.787,3.361,0.25
p232_009.wav,4.158,,7.959,2.49,0.838,1.675,3.524,2.945,3.563,3.401,3.963,3.427,3.811,3.929,2.774,2.502,0.0
p232_010.wav,2.764,,1.802,-6.889,0.491,1.212,3.091,1.912,2.74,2.384,3.57,2.709,3.792,3.646,2.499,2.22,0.125
p232_011.wav,6.538,,17.554,11.076,0.92,2.82,4.031,3.069,3.585,3.549,4.386,3.231,4.516,4.546,3.369,3.093,0.0
p232_012.wav,4.336,,13.8,8.728,0.903,1.994,3.687,3.017,3.562,3.49,3.782,4.301,3.823,4.704,3.579,3.255,0.0
p232_013.wav,3.943,,7.747,1.937,0.845,1.592,3.729,2.588,3.219,3.194,4.038,4.238,4.078,4.134,3.184,2.243,0.0
p232_014.wav,4.617,,3.397,-1.157,0.756,1.479,3.597,2.873,3.482,3.387,3.832,3.076,4.624,4.152,2.853,2.141,0.067
p232_015.wav,5.32,,15.523,11.617,0.981,2.965,3.94,3.433,3.666,4.153,4.019,3.763,3.649,4.133,3.813,3.397,0.0
p232_016.wav,5.569,,12.375,8.288,0.975,3.114,4.097,3.114,3.572,3.684,3.647,4.133,3.75,4.442,3.586,3.261,0.0
p232_017.wav,2.889,,6.342,-0.146,0.977,2.374,3.369,3.109,3.459,3.938,3.477,3.603,3.991,4.583,2.978,2.392,0.25
p232_019.wav,6.736,,2.216,-1.26,0.938,1.889,3.569,3.029,3.427,3.788,3.523,3.463,3.956,3.902,2.847,2.582,0.105
p232_020.wav,3.617,,18.604,11.105,0.899,2.671,3.811,3.269,3.742,3.697,3.566,4.096,3.815,4.682,3.297,3.027,0.0
p232_021.wav,8.51,,12.71,9.25,0.927,2.645,4.001,3.106,3.612,3.555,3.287,3.677,4.121,4.352,3.316,3.001,0.0
p232_022.wav,5.794,,11.843,8.758,0.887,1.555,3.639,2.936,3.549,3.353,3.443,3.768,4.219,4.657,3.164,2.891,0.111
p232_023.wav,9.769,,9.027,4.685,0.796,1.473,3.634,2.834,3.495,3.254,3.431,3.248,4.065,4.099,2.786,2.219,0.167
p232_024.wav,5.52,,17.849,14.344,0.977,3.664,4.038,3.366,3.621,4.07,4.344,4.621,4.042,4.483,4.299,3.807,0.0
p232_025.wav,1.876,,16.927,9.871,0.922,2.583,3.787,3.116,3.572,3.657,3.223,3.855,3.036,4.272,3.347,3.022,0.0
p232_027.wav,3.771,,8.157,5.139,0.972,2.623,3.852,3.229,3.649,3.781,3.188,4.323,3.581,4.815,3.03,2.804,0.0
p232_028.wav,2.065,,3.796,-4.761,0.588,1.383,3.16,2.222,3.255,2.581,2.318,2.957,2.633,4.064,2.209,1.897,0.0
p232_029.wav,3.415,,17.087,7.894,0.84,1.855,3.534,2.9,3.533,3.323,3.778,4.037,4.107,4.125,3.614,3.174,0.0
p232_030.wav,3.849,,15.509,9.899,0.948,2.246,3.75,2.985,3.499,3.547,3.897,4.597,3.975,4.415,3.291,3.01,0.083
p232_031.wav,2.29,,6.16,-1.973,0.686,1.688,3.583,2.815,3.474,3.268,4.096,4.058,3.228,3.333,3.063,3.022,0.0
