path,MOS_COL,MOS_DISC,MOS_LOUD,MOS_NOISE,MOS_REVERB,MOS_SIG,MOS_OVRL
/data/datasets/LRS3/trainval/HCG1petekXw/50014.wav,3.791253089904785,3.7150845527648926,4.036955833435059,4.881094932556152,4.545904159545898,3.367115020751953,3.1864571571350098
/data/datasets/LRS3/trainval/w3q89BTJj3o/50005.wav,3.969880819320679,4.165795803070068,3.187772274017334,4.79899263381958,4.122433185577393,3.845542907714844,3.4989054203033447
/data/datasets/LRS3/trainval/uDIyxxayNig/50014.wav,3.846313714981079,4.730323314666748,2.933659553527832,4.785409927368164,4.131781578063965,3.3041305541992188,3.118429660797119
/data/datasets/LRS3/trainval/CyKmpyYy14k/50001.wav,3.043168067932129,3.899204730987549,4.091650485992432,4.754940509796143,4.11348295211792,2.6873326301574707,2.426186800003052
/data/datasets/LRS3/trainval/HCG1petekXw/50017.wav,3.4877610206604004,4.422791481018066,3.671989679336548,4.732327461242676,4.685772895812988,4.077032566070557,3.5975303649902344
/data/datasets/LRS3/trainval/UuXeY3S2emA/50001.wav,3.165747165679932,4.6837358474731445,4.47652530670166,4.712749481201172,3.473474740982056,3.145861864089966,3.011554956436157
/data/datasets/LRS3/trainval/uYyvbgINZkQ/50006.wav,4.235494136810303,3.836750030517578,3.07869291305542,4.711458683013916,3.2696280479431152,3.812977313995361,3.070887565612793
/data/datasets/LRS3/trainval/OibJT7GSwyo/50004.wav,3.558561325073242,3.885073184967041,4.208823204040527,4.707085609436035,3.766563653945923,3.4536828994750977,2.990483283996582
/data/datasets/LRS3/trainval/6XNrzmh0EVs/50018.wav,3.3522331714630127,4.390021324157715,4.29708194732666,4.705265045166016,3.307147979736328,3.329819202423096,3.027027368545532
/data/datasets/LRS3/trainval/GDnYDLERnRE/50029.wav,3.0936264991760254,4.292975425720215,3.109548091888428,4.692798614501953,4.684682846069336,3.197213649749756,3.121578931808472
/data/datasets/LRS3/trainval/P86fZa4xKSw/50017.wav,2.846220016479492,4.156684875488281,3.609871625900269,4.663379669189453,4.298765182495117,3.597775936126709,2.9828362464904785
/data/datasets/LRS3/trainval/7SRGn75JcZ8/50013.wav,3.767834901809693,4.593898296356201,3.977240562438965,4.651612758636475,4.182228088378906,3.763016223907471,3.4709959030151367
/data/datasets/LRS3/trainval/zK8mdS7LJQQ/50001.wav,4.356270790100098,3.5173065662384038,3.4388327598571777,4.633541107177734,4.566280364990234,3.7415387630462646,3.404974937438965
/data/datasets/LRS3/trainval/golS4kh8ETY/50001.wav,4.0133256912231445,4.520506858825684,3.868082284927368,4.628641128540039,4.153550148010254,3.821655035018921,3.588487148284912
/data/datasets/LRS3/trainval/bUaU9kdt9I8/50002.wav,2.346853256225586,3.81051516532898,3.088115692138672,4.617588043212891,3.5641303062438965,2.751711130142212,2.511167049407959
/data/datasets/LRS3/trainval/zcMj4Az1MwE/50018.wav,3.7210071086883545,3.79012942314148,4.216615200042725,4.601741790771484,4.598067283630371,3.123009204864502,2.9291205406188965
/data/datasets/LRS3/trainval/s2F41IQSPGE/50026.wav,2.607100486755371,2.5947470664978027,2.82985520362854,4.5990495681762695,4.361668109893799,2.599407196044922,2.2964353561401367
/data/datasets/LRS3/trainval/MoSmgcxGYYE/50017.wav,3.149278402328491,4.305167675018311,3.810167789459229,4.594205856323242,4.730921745300293,4.050568103790283,3.5708231925964355
/data/datasets/LRS3/trainval/G0ZjSInJ4BQ/50001.wav,3.1065545082092285,4.253758430480957,4.138420104980469,4.593350410461426,3.803521633148194,3.3354268074035645,2.8353588581085205
/data/datasets/LRS3/trainval/xRL2vVAa47I/50007.wav,3.877305507659912,4.227947235107422,3.663055181503296,4.590818881988525,4.320477485656738,3.836127281188965,3.561232089996338
/data/datasets/LRS3/trainval/2dnSoGaEHxs/50007.wav,3.881681442260742,4.229704856872559,4.112626075744629,4.585653305053711,4.376396179199219,4.0397233963012695,3.711640119552612
/data/datasets/LRS3/trainval/c2tOp7OxyQ8/50013.wav,2.3900365829467773,4.746696472167969,3.707648277282715,4.580076694488525,3.0714712142944336,3.092514514923096,2.6649820804595947
/data/datasets/LRS3/trainval/VN357QrUdEc/50008.wav,3.255303382873535,4.096154689788818,3.677767992019653,4.578967094421387,3.943539619445801,3.58240294456482,2.930459976196289
/data/datasets/LRS3/trainval/lO1P6lCNnyo/50015.wav,3.066935777664185,4.095067024230957,3.6298036575317374,4.578398704528809,4.492325305938721,3.2658185958862305,3.0533227920532227
/data/datasets/LRS3/trainval/s2F41IQSPGE/50033.wav,3.742078542709351,4.15360164642334,3.282318353652954,4.573727130889893,4.396780014038086,3.386302709579468,3.128468990325928
/data/datasets/LRS3/trainval/lRAeIrv4TEE/50013.wav,3.445253849029541,3.2672009468078613,4.473834991455078,4.5736236572265625,4.714722156524658,3.418206214904785,3.038447618484497
/data/datasets/LRS3/trainval/2zvjW9arAZ0/50006.wav,2.886715173721313,3.887552261352539,3.561354160308838,4.573379993438721,3.3719468116760254,2.6749181747436523,2.1038050651550293
/data/datasets/LRS3/trainval/1sgb2cUqFiY/50011.wav,2.355750560760498,4.134613037109375,3.737487316131592,4.567185878753662,3.789115905761719,3.233916759490967,2.701374053955078
/data/datasets/LRS3/trainval/IXBalykzauE/50014.wav,2.7472052574157715,4.136085033416748,3.903012275695801,4.558194160461426,4.7524094581604,3.5599112510681152,3.1636290550231934
/data/datasets/LRS3/trainval/IXBalykzauE/50007.wav,3.305938720703125,4.467876434326172,3.88046669960022,4.549928665161133,4.203515529632568,3.5007669925689697,3.269340991973877
/data/datasets/LRS3/trainval/fa6ERdxyYdo/50001.wav,3.7640130519866943,3.782038927078247,3.756486177444458,4.546431064605713,2.9137492179870605,3.389852523803711,2.999875783920288
/data/datasets/LRS3/trainval/cPsP4F1qYCI/50013.wav,3.821282625198364,4.096113204956055,3.6980388164520255,4.544646263122559,4.327610969543457,3.8520586490631104,3.335667133331299
/data/datasets/LRS3/trainval/KPzccnstSXg/50007.wav,3.908891439437866,3.8897430896759033,3.8454360961914062,4.53961181640625,4.83175802230835,3.634313583374024,3.267066717147827
/data/datasets/LRS3/trainval/XII0TdSvloM/50003.wav,4.074741363525391,4.334020137786865,3.4360337257385254,4.539168834686279,2.935490608215332,3.1802186965942383,2.8228354454040527
/data/datasets/LRS3/trainval/EBebWBjpWIQ/50004.wav,3.835538864135742,4.275053024291992,3.1529877185821533,4.534212112426758,4.674786567687988,4.299365043640137,3.677508354187012
/data/datasets/LRS3/trainval/TRE4Sll42lE/50015.wav,3.383615016937256,4.553390979766846,3.92071533203125,4.532625198364258,4.607663154602051,3.050616979598999,2.8399343490600586
/data/datasets/LRS3/trainval/qG6SnAIinj0/50005.wav,3.7517998218536377,4.599216938018799,4.23792028427124,4.530004501342773,4.46054744720459,3.9061646461486816,3.685945510864258
