FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,POLQA_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,15.447,6.124,0.837,3.166,,3.702,3.257,3.557,4.041,3.748,3.418,3.004,3.581,3.257,2.882,0.0
p232_002.wav,2.715,,11.311,5.883,0.952,3.54,4.28,3.646,3.288,3.645,3.92,4.511,3.358,4.184,4.236,4.205,3.761,0.0
p232_003.wav,7.185,,6.765,-0.212,0.937,3.128,4.33,3.898,3.09,3.51,3.782,3.224,3.725,3.517,4.227,3.546,3.147,0.05
p232_005.wav,6.247,,1.987,-2.579,0.769,1.525,2.39,3.537,2.545,3.578,2.592,3.369,3.276,3.122,3.996,2.468,2.077,0.0
p232_006.wav,5.104,,17.317,11.213,0.902,2.563,3.56,4.053,3.198,3.526,3.943,3.685,4.174,3.959,4.498,3.765,3.371,0.059
p232_007.wav,3.956,,13.558,7.04,0.916,2.335,3.34,3.874,3.019,3.596,3.427,3.843,3.68,3.799,3.963,3.513,3.225,0.0
p232_009.wav,4.158,,7.109,2.123,0.903,2.247,3.33,3.815,3.148,3.522,3.894,3.821,3.468,4.38,4.437,3.312,3.003,0.0
p232_010.wav,2.764,,1.554,-9.139,0.483,1.238,2.12,2.591,1.791,3.04,1.718,2.612,2.483,2.979,3.582,2.275,1.62,0.0
p232_011.wav,6.538,,18.136,11.993,0.927,2.938,3.84,3.999,3.242,3.637,3.83,3.329,4.339,4.246,4.688,3.712,3.321,0.0
p232_012.wav,4.336,,13.446,7.976,0.932,2.687,3.44,3.834,3.242,3.575,3.961,4.245,3.623,3.883,4.574,3.749,3.289,0.0
p232_013.wav,3.943,,8.341,1.559,0.857,1.739,2.8,3.548,3.027,3.629,3.471,3.464,3.574,4.004,3.902,2.977,2.441,0.0
