FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,POLQA_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,16.847,7.33,0.852,3.05,,3.777,3.275,3.542,4.087,3.319,3.694,3.49,4.041,3.672,3.342,0.0
p232_002.wav,2.715,,15.038,10.217,0.94,3.2,3.87,3.781,3.423,3.615,4.175,3.874,4.435,4.161,4.77,4.006,3.77,0.0
p232_003.wav,7.185,,9.423,4.649,0.926,3.086,4.32,3.91,3.172,3.464,4.033,3.403,3.669,3.603,4.359,3.714,3.411,0.1
p232_005.wav,6.247,,9.662,7.224,0.77,1.512,2.14,4.04,3.278,3.547,4.077,3.557,3.75,3.259,4.146,3.394,2.965,0.0
p232_006.wav,5.104,,15.1,10.916,0.87,2.116,2.51,4.135,3.078,3.426,3.894,3.951,4.244,4.056,4.413,4.21,3.798,0.235
p232_007.wav,3.956,,13.533,7.694,0.865,1.946,2.88,4.069,3.337,3.61,4.075,3.426,4.598,4.355,4.885,4.346,3.891,0.0
p232_009.wav,4.158,,11.692,5.923,0.879,1.968,3.06,3.771,3.061,3.358,3.974,3.611,3.552,3.96,4.779,3.804,3.423,0.0
p232_010.wav,2.764,,2.801,-4.16,0.512,1.226,1.84,2.913,2.375,2.764,3.578,3.073,3.649,3.872,4.405,3.425,2.91,0.75
p232_011.wav,6.538,,17.948,11.776,0.914,3.04,3.98,4.217,3.417,3.627,4.168,3.822,3.964,4.585,4.816,4.006,3.66,0.0
p232_012.wav,4.336,,14.156,8.858,0.913,2.607,3.64,4.046,3.324,3.587,4.105,4.22,4.049,4.072,4.736,4.169,3.889,0.0
p232_013.wav,3.943,,8.749,3.957,0.856,1.666,2.72,3.933,3.047,3.304,4.05,3.545,4.271,4.257,4.681,3.108,2.749,0.0
p232_014.wav,4.617,,7.159,3.624,0.775,1.568,2.61,3.982,2.949,3.339,3.806,4.266,3.709,3.954,4.279,3.887,3.469,0.067
p232_015.wav,5.32,,15.206,11.971,0.926,2.845,2.71,4.037,3.448,3.669,4.171,3.677,3.868,3.575,4.692,4.148,3.749,0.0
p232_016.wav,5.569,,12.422,8.615,0.94,3.056,4.1,4.137,3.35,3.618,4.101,3.833,3.023,3.819,3.72,3.358,3.066,0.0
p232_017.wav,2.889,,7.524,2.496,0.925,2.349,3.95,3.601,3.122,3.41,3.996,3.566,3.713,3.795,4.575,3.278,2.887,0.0
p232_019.wav,6.736,,3.536,2.205,0.941,2.124,3.17,3.688,3.331,3.58,4.103,4.47,4.016,4.285,4.813,3.908,3.434,0.105
p232_020.wav,3.617,,15.284,10.833,0.882,2.03,3.1,3.835,3.29,3.521,4.122,4.047,4.68,4.144,4.734,4.203,3.926,0.0
p232_021.wav,8.51,,13.934,10.545,0.929,2.826,3.68,4.135,3.389,3.617,4.14,3.698,3.934,4.238,4.545,3.565,3.357,0.0
p232_022.wav,5.794,,12.399,9.61,0.892,1.712,2.84,3.992,3.357,3.589,4.151,3.963,3.873,4.039,4.662,4.294,3.812,0.222
p232_023.wav,9.769,,11.767,7.396,0.807,1.499,2.55,4.048,3.268,3.496,4.119,3.659,3.776,3.798,4.594,3.667,3.374,0.222
p232_024.wav,5.52,,17.658,13.871,0.972,3.722,4.46,4.06,3.384,3.685,4.035,4.529,4.657,4.058,4.691,4.706,4.444,0.0
p232_025.wav,1.876,,17.506,10.966,0.931,2.303,,3.868,3.505,3.708,4.208,3.792,4.034,3.017,4.308,3.578,3.242,0.0
p232_027.wav,3.771,,10.565,8.823,0.971,3.192,3.99,3.986,3.485,3.715,4.172,4.398,4.141,4.176,4.916,4.157,3.83,0.0
p232_028.wav,2.065,,12.224,3.311,0.609,1.523,,3.776,2.961,3.287,3.864,3.093,3.911,3.409,3.695,4.009,3.431,0.0
p232_029.wav,3.415,,18.003,9.725,0.878,2.209,2.8,3.845,3.176,3.484,4.012,4.038,3.838,3.75,4.427,3.917,3.664,0.0
p232_030.wav,3.849,,15.893,10.819,0.948,2.198,3.34,3.945,3.227,3.481,4.096,3.763,4.171,3.851,4.168,3.835,3.438,0.083
p232_031.wav,2.29,,10.4,1.707,0.708,1.935,2.84,3.803,3.187,3.543,3.895,2.892,4.105,3.075,4.563,3.604,3.218,0.0
p232_032.wav,3.49,,3.19,0.122,0.567,1.147,1.35,3.155,2.315,2.63,3.557,3.698,3.728,3.985,4.328,3.646,3.235,0.182
p232_033.wav,1.448,,18.86,7.284,0.766,3.018,,3.495,3.071,3.363,4.003,3.399,3.895,3.522,4.071,3.662,3.364,0.0
p232_034.wav,1.472,,12.6,5.473,0.746,1.658,,3.249,2.767,3.129,3.729,3.878,3.875,4.364,4.29,4.04,3.249,0.333
p232_035.wav,3.158,,10.151,5.959,0.879,1.532,2.66,3.614,3.179,3.465,4.007,4.235,3.805,3.745,4.425,3.703,3.257,0.231
p232_036.wav,2.843,,4.659,0.294,0.696,1.278,1.84,3.118,2.397,2.724,3.656,3.28,3.668,3.58,4.526,3.581,3.15,0.2
p232_037.wav,3.856,,14.924,10.625,0.99,2.963,4.54,3.834,3.363,3.606,4.112,3.746,4.002,3.961,4.681,3.891,3.647,0.0
p232_038.wav,2.09,,10.99,1.604,0.912,3.259,,3.824,3.11,3.524,3.841,3.742,3.09,3.286,3.887,4.038,3.513,0.0
p232_039.wav,1.94,,5.942,-0.163,0.64,2.523,,3.427,2.635,3.003,3.856,3.416,3.796,4.119,4.111,3.518,3.282,0.0
p232_040.wav,1.898,,3.052,-1.288,0.978,1.862,,3.488,3.023,3.332,3.939,3.896,4.443,4.149,4.405,3.522,3.332,0.0
p232_041.wav,2.007,,19.414,8.595,0.785,2.41,,3.33,3.039,3.493,3.728,3.704,3.799,3.985,4.296,3.692,3.516,0.0
p232_042.wav,2.514,,12.695,7.913,0.985,3.111,4.2,4.068,3.392,3.626,4.177,3.322,4.444,4.268,4.646,4.011,3.616,0.0
p232_043.wav,1.96,,12.722,4.849,0.756,1.883,,3.142,3.164,3.363,4.16,3.983,4.014,3.672,4.432,3.348,3.161,0.0
p232_044.wav,1.383,,8.637,-0.131,0.616,1.42,,2.888,2.11,3.03,2.405,4.187,2.763,3.781,4.59,3.016,2.497,0.0
p232_045.wav,1.238,,16.381,6.598,0.874,3.697,,3.373,3.059,3.326,4.069,3.496,3.949,3.701,4.143,3.391,2.921,0.0
p232_046.wav,1.416,,14.473,4.062,0.737,2.189,,3.146,2.758,3.33,3.38,2.949,3.601,3.308,3.503,3.66,3.213,0.0
p232_047.wav,1.926,,13.611,7.003,0.876,2.071,,3.289,3.068,3.458,3.821,3.53,3.919,3.631,4.16,3.737,3.385,0.0
p232_048.wav,1.82,,12.334,3.694,0.565,1.522,,3.461,3.136,3.465,3.945,3.421,3.647,4.048,4.61,3.22,2.721,0.0
p232_049.wav,2.941,,19.377,12.93,0.961,3.013,3.95,3.913,3.342,3.622,4.041,3.941,4.166,4.261,4.9,3.847,3.622,0.0
p232_050.wav,1.733,,15.13,6.307,0.825,1.774,,3.195,2.804,3.03,4.034,3.551,3.74,3.646,4.099,3.321,3.077,0.0
p232_051.wav,1.476,,8.546,0.133,0.681,1.486,,3.183,2.614,2.986,3.716,3.19,3.829,3.272,4.019,3.108,2.937,0.75
p232_052.wav,2.199,,3.175,-1.699,0.493,1.172,,2.846,1.894,2.609,2.373,3.453,3.496,3.332,4.182,3.128,2.635,0.429
p232_053.wav,1.644,,16.728,6.841,0.888,2.822,,3.816,3.111,3.407,3.995,3.801,3.82,3.514,4.165,3.902,3.265,0.0
p232_054.wav,3.706,,12.712,8.522,0.913,1.883,3.01,4.012,2.908,3.295,3.725,3.823,4.397,4.235,4.746,4.424,3.96,0.364
p232_055.wav,1.526,,9.149,1.505,0.777,2.48,,3.929,2.611,3.034,3.552,3.344,3.863,4.026,3.85,3.361,3.192,0.0
p232_056.wav,1.803,,4.604,-3.294,0.646,1.501,,2.946,2.155,2.515,3.441,3.815,3.883,3.958,4.064,2.918,2.705,0.0
p232_057.wav,2.236,,16.78,8.226,0.904,3.364,4.32,3.705,3.044,3.296,4.097,4.331,3.604,3.99,4.198,3.429,3.165,0.0
p232_058.wav,3.899,,13.516,10.052,0.939,2.857,3.82,4.128,3.314,3.57,4.107,3.981,3.792,3.498,4.483,4.168,3.703,0.0
p232_059.wav,1.32,,5.434,-4.786,0.678,2.309,,3.171,2.93,3.213,4.008,3.296,3.684,3.601,4.189,3.306,3.034,0.0
p232_060.wav,2.34,,4.038,-1.165,0.722,1.987,2.41,3.383,2.641,2.966,3.794,3.95,3.788,3.233,3.674,3.29,2.864,0.0
p232_061.wav,3.249,,16.772,12.45,0.971,2.623,3.54,4.092,3.485,3.697,4.196,4.29,4.032,3.921,4.79,4.252,3.916,0.111
p232_062.wav,2.964,,16.099,8.564,0.907,1.86,3.24,3.365,3.199,3.565,3.909,3.07,4.041,3.772,3.851,3.74,3.389,0.222
p232_063.wav,2.264,,10.528,4.973,0.927,1.647,3.29,3.704,2.87,3.18,3.99,3.044,3.958,3.709,4.809,3.662,3.223,0.0
p232_064.wav,2.01,,11.554,4.363,0.845,2.159,,3.22,2.799,3.034,4.019,3.617,3.503,3.958,3.976,3.491,3.323,0.0
p232_065.wav,1.524,,17.017,6.744,0.811,2.479,,3.377,2.836,3.334,3.684,3.864,4.4,3.714,4.516,4.049,3.655,0.0
