FILENAME,DURATION,INPUT_SNR,SI-SDR,SSNR,ESTOI,PESQ_WB,POLQA_WB,DNSMOS_P808,DNSMOS_OVRL,DNSMOS_SIG,DNSMOS_BAK,MOS_COL,MOS_DISC,MOS_LOUD,MOS_REVERB,MOS_SIG,MOS_OVRL,WER_QuartzNet15x5Base-En
p232_001.wav,1.741,,15.492,6.279,0.826,3.093,,3.381,3.23,3.551,3.998,3.685,3.57,3.297,3.615,3.214,2.968,0.0
p232_002.wav,2.715,,11.338,5.879,0.952,3.482,4.29,3.632,3.267,3.654,3.856,4.233,4.126,4.03,4.164,4.126,3.629,0.0
p232_003.wav,7.185,,6.752,-0.175,0.937,3.003,4.26,3.864,3.11,3.524,3.81,3.194,3.757,3.845,4.636,3.49,3.117,0.05
p232_005.wav,6.247,,1.996,-2.669,0.797,1.623,2.58,3.789,2.626,3.615,2.71,3.586,3.21,3.169,4.201,2.538,2.455,0.0
p232_006.wav,5.104,,17.379,11.332,0.906,2.691,3.76,4.013,3.212,3.535,3.964,3.606,3.962,3.816,4.007,3.403,3.116,0.059
p232_007.wav,3.956,,13.7,7.382,0.921,2.528,3.55,4.028,3.221,3.609,3.804,3.991,4.259,4.471,4.553,3.892,3.496,0.0
p232_009.wav,4.158,,6.868,1.846,0.893,2.259,3.45,3.723,3.008,3.498,3.654,3.171,4.079,3.942,4.851,2.972,2.647,0.0
p232_010.wav,2.764,,2.988,-6.842,0.587,1.446,2.5,3.015,2.292,3.384,2.332,3.673,2.72,3.695,3.527,3.02,2.136,0.125
p232_011.wav,6.538,,17.303,10.735,0.936,3.064,4.0,4.117,3.277,3.613,3.926,4.031,4.04,4.559,4.448,3.786,3.279,0.0
p232_012.wav,4.336,,13.412,7.809,0.936,2.492,3.33,3.728,3.147,3.587,3.735,4.376,4.011,4.092,4.706,3.862,3.443,0.0
p232_013.wav,3.943,,8.524,1.921,0.914,2.064,3.08,3.809,3.192,3.577,3.874,4.259,3.557,3.496,4.572,3.317,2.676,0.0
p232_014.wav,4.617,,3.559,-1.32,0.839,1.727,2.49,3.697,3.093,3.647,3.57,3.527,3.785,3.898,4.156,3.137,2.769,0.0
p232_015.wav,5.32,,16.953,12.762,0.986,3.547,4.23,3.952,3.44,3.679,4.127,4.188,3.571,3.89,4.08,3.825,3.506,0.0
p232_016.wav,5.569,,11.99,8.015,0.98,3.503,4.22,4.1,3.287,3.624,3.977,3.637,3.662,3.759,4.411,3.473,3.112,0.0
p232_017.wav,2.889,,6.459,0.195,0.98,3.117,4.13,3.468,3.108,3.479,3.889,3.998,3.532,4.036,4.644,3.377,2.869,0.25
p232_019.wav,6.736,,2.065,-2.441,0.942,2.285,3.23,3.613,3.242,3.672,3.848,3.583,3.331,3.94,4.132,3.081,2.58,0.105
p232_020.wav,3.617,,18.027,10.092,0.914,3.128,4.24,3.785,3.255,3.595,3.923,3.464,3.815,3.524,4.507,3.296,3.023,0.0
p232_021.wav,8.51,,12.126,8.526,0.945,2.869,3.7,4.088,3.061,3.616,3.468,3.969,3.938,4.528,4.826,3.804,3.468,0.0
p232_022.wav,5.794,,9.268,6.082,0.928,2.262,3.21,3.746,3.198,3.645,3.738,3.467,3.643,4.036,4.64,3.401,2.972,0.056
p232_023.wav,9.769,,2.146,-3.979,0.861,1.545,2.62,3.394,2.896,3.659,3.18,3.427,3.293,3.558,3.905,2.454,2.135,0.111
p232_024.wav,5.52,,17.291,13.991,0.989,4.031,4.52,3.985,3.299,3.625,3.929,4.449,4.664,4.181,4.602,4.513,4.162,0.0
p232_025.wav,1.876,,10.697,0.26,0.942,3.05,,3.783,3.199,3.561,3.914,3.773,3.665,3.129,3.772,3.419,2.973,0.0
p232_027.wav,3.771,,6.815,1.756,0.977,3.226,4.04,3.899,3.169,3.614,3.773,3.761,3.885,3.821,4.65,3.379,3.13,0.0
p232_028.wav,2.065,,0.416,-12.233,0.667,1.835,,3.503,2.808,3.478,3.355,3.358,3.749,3.348,4.112,3.319,2.749,0.0
p232_029.wav,3.415,,18.328,8.873,0.917,2.6,3.48,4.014,3.281,3.589,4.019,4.225,4.288,3.977,4.546,3.565,3.18,0.0
p232_030.wav,3.849,,11.977,7.684,0.968,2.436,3.72,3.803,3.153,3.551,3.829,3.923,3.704,3.595,3.527,3.29,2.96,0.0
p232_031.wav,2.29,,5.794,-2.537,0.684,1.985,3.03,3.517,3.02,3.51,3.655,3.857,4.069,3.956,4.007,3.372,3.134,0.0
p232_032.wav,3.49,,3.776,-1.55,0.672,1.356,2.06,2.954,2.341,3.509,2.387,3.629,3.83,3.628,4.361,3.371,2.063,0.182
p232_033.wav,1.448,,15.746,3.534,0.781,2.802,,3.521,2.884,3.339,3.684,3.792,4.133,3.818,4.333,3.466,3.078,0.0
p232_034.wav,1.472,,12.719,4.111,0.746,1.687,,3.313,2.79,3.267,3.583,3.533,3.928,3.587,4.489,3.907,3.172,0.0
p232_035.wav,3.158,,8.615,2.851,0.919,1.959,2.95,3.471,3.27,3.678,3.835,4.087,4.007,3.418,3.936,3.17,2.628,0.077
p232_036.wav,2.843,,3.169,-3.453,0.774,1.669,2.64,3.429,2.887,3.493,3.419,3.132,3.765,3.13,3.319,2.969,2.651,0.0
p232_037.wav,3.856,,16.555,11.618,0.995,3.663,4.52,3.79,3.355,3.603,4.11,4.174,3.404,3.947,4.44,3.668,3.238,0.0
p232_038.wav,2.09,,10.951,1.786,0.908,2.825,,3.729,3.081,3.492,3.832,4.135,3.206,3.485,3.411,3.487,3.22,0.0
p232_039.wav,1.94,,4.425,-6.48,0.624,2.257,,3.14,2.668,3.207,3.567,3.983,3.395,3.552,3.605,3.614,3.293,0.0
p232_040.wav,1.898,,0.458,-7.307,0.986,2.68,,3.308,3.071,3.498,3.782,2.844,2.944,4.276,3.432,3.225,3.111,0.0
p232_041.wav,2.007,,17.797,8.567,0.828,2.478,,3.37,3.212,3.587,3.861,3.967,3.879,4.229,3.753,3.757,3.542,0.0
p232_042.wav,2.514,,11.322,4.619,0.987,3.45,4.18,4.064,3.239,3.585,3.988,3.719,4.294,3.788,4.172,3.657,3.316,0.0
p232_043.wav,1.96,,10.608,0.667,0.768,1.901,,3.112,3.303,3.576,4.066,3.35,4.177,3.847,4.375,3.354,2.865,0.0
p232_044.wav,1.383,,0.963,-7.681,0.711,1.254,,3.336,2.468,3.178,3.061,2.947,3.328,3.792,4.472,2.81,2.34,0.0
p232_045.wav,1.238,,14.386,3.308,0.914,3.81,,3.286,3.063,3.369,3.995,3.48,3.695,3.371,4.279,3.471,3.039,0.0
p232_046.wav,1.416,,10.477,-1.373,0.772,2.281,,3.224,2.766,3.297,3.476,4.273,2.75,4.094,4.055,3.271,3.166,0.0
p232_047.wav,1.926,,5.935,-4.694,0.858,2.611,,3.086,2.954,3.528,3.526,4.266,3.929,3.488,4.356,3.586,3.194,0.0
p232_048.wav,1.82,,-0.468,-13.381,0.616,2.031,,3.484,2.852,3.566,3.303,3.542,3.156,3.302,3.926,3.08,2.725,0.2
p232_049.wav,2.941,,16.642,12.235,0.96,2.773,3.76,3.835,3.379,3.638,4.095,3.469,4.261,4.142,4.467,3.572,3.178,0.0
p232_050.wav,1.733,,11.053,2.291,0.819,1.917,,3.1,2.969,3.356,3.824,3.987,4.085,3.385,4.82,3.702,3.158,0.0
p232_051.wav,1.476,,6.801,-5.567,0.769,1.732,,2.965,2.681,3.507,2.953,3.989,3.165,3.417,3.562,3.174,2.546,0.5
p232_052.wav,2.199,,3.718,-5.373,0.593,1.353,,2.86,1.874,2.926,1.848,3.183,2.979,2.854,3.136,2.541,2.071,0.143
p232_053.wav,1.644,,16.443,6.748,0.91,2.416,,3.795,3.114,3.386,4.044,4.191,3.798,3.175,4.474,3.583,2.903,0.0
p232_054.wav,3.706,,13.593,7.337,0.965,2.557,3.43,3.766,3.08,3.515,3.744,3.486,3.961,3.977,4.675,3.508,3.132,0.0
p232_055.wav,1.526,,6.517,-3.871,0.75,2.008,,3.434,2.932,3.428,3.663,3.934,2.986,4.009,3.561,3.181,2.608,0.0
p232_056.wav,1.803,,2.89,-6.777,0.705,1.735,,3.357,2.677,3.222,3.38,3.282,3.806,3.383,3.663,3.24,2.701,0.0
p232_057.wav,2.236,,16.046,7.679,0.925,3.007,4.17,3.63,3.067,3.358,4.027,3.657,3.637,3.566,4.258,3.091,2.814,0.0
p232_058.wav,3.899,,11.715,7.977,0.954,3.55,4.07,4.048,3.154,3.531,3.859,4.452,4.196,3.625,4.393,3.957,3.723,0.0
p232_059.wav,1.32,,4.711,-6.816,0.689,2.288,,3.16,3.019,3.405,3.936,3.878,2.78,3.541,3.184,3.03,2.946,0.0
p232_060.wav,2.34,,0.106,-10.795,0.745,2.559,3.59,3.298,2.761,3.268,3.573,2.841,3.228,3.115,3.478,2.673,2.284,0.0
